 ,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
79,"Những ai yêu màu "" xanh ngát xanh "" thì đây là một địa điểm không thể bỏ qua. Với tông màu xanh ngọc chủ đạo trong nội thất của quán, hòa cùng màu xanh của nước biển, của núi bên cạnh quán hay những con thuyền màu sắc xanh rực rỡ trước nhà hàng thì đây là một điểm check-in tuyệt vời rồi. 
Đặc biệt quán còn có dịch vụ câu cá free, khi bạn đến đây thì liên hệ nhân viên, họ sẽ cho bạn mượn cần và chuẩn bị mồi câu cho bạn.",5,0,5,0,0,0
80,"Nhà hàng nổi trên biển, đến với nhà hàng Biển Đông bạn sẽ cảm nhận 1 không khí trong lành, các loại hải sản sống như : tốm, cá , mữa, cua, ghẹ và các loại ốc !",0,0,4,0,0,0
81,"Cuối tuần vừa rồi gia đình tui đến đây, ngộ. Ở thành phố quen rồi, đi tàu ra một địa điểm cách thành phố có 10km mà như một quang cảnh hoàn toàn khác. Nhà hàng bè nổi, gió mát rười rượi, cá tươi bơi trong bè trông đã dễ sợ. 
tui với con em mượn anh chị chủ quán cái cần câu, câu cũng được dăm ba con cá sơn. hehe
sẽ quay lại đây.",0,0,4,0,0,0
82,"Quán không gian thoáng mát, khu vực mát mẻ. là sự lựa chọn rất tuyệt cho kỳ nghỉ lễ cùng gia đình hay cơ quan. 
Có đồi sim ngay cạnh quán, dẫn con lên chơi, hái sim thỏa thích.
Cảm ơn quán. lần sau sẽ ghé ủng hộ",0,0,5,0,0,0
83,"Nay có cả khu vui chơi cho trẻ em rất thích hợp cho gia đình. Quán còn có đặt trước để tổ chức sinh nhật nữa. Màu quán hài hoà đẹp mắt, thoáng",4,0,4,0,0,0
84,"Lần trước di thấy ok nhưng lần đến Qui Nhơn ghé lần nữa thì thất vọng hẳn - Nhân viên phịc vụ chậm chạp , kêu món ăn xong dọn được vài món thì ngưng luôn , để ngồi ngó nhau chơi, nhắc hai ba lần mới bưng tiếp lên 1 món rồi lại ngưng - Thắc mắc thì trả treo, nói 1 tiếng cãi 1 tiếng ( nhân viên nam tròn tròn ) - Bực bội gì đâu - Thái dfooj phục vụ như vậy thì chả bao giờ ghé nữa",0,0,1,0,0,0
85,"Thời gian công tác ở Qui Nhơn được ghé nhà hàng này nhiều lần. Nói chung là không gian quán thoáng đãng , rộng rãi và mát mẻ . Nhân viên phục vụ nhanh nhẹn , thân thiện với khách hàng . Thời gian chế biến món ăn hơi lâu một tí. So với mặt bằng nhà hàng thì giá cả ở đây cũng không đắt lắm . Đồ ăn ở đây có nhiều món ngon lạ, cách chế biến cũng khá hấp dẫn .",0,0,4,0,0,0
86,"Tìm mãi mới thấy có mỗi quán này bán hầu sống ở Qui Nhơn . Nói chung là mặt bàn quán khá to , rộng rãi và mát mẻ . Nhân viên phục vụ nhanh nhẹn , dễ chịu với khách hàng . Thời gian đợi chế biến món ăn hơi lâu một tí nhưng bù lại được ăn ngon cũng đáng . Giá cả ở đây cũng không đắt lắm . Đồ ăn ở đây có nhiều món lạ và chế biến khá hấp dẫn",0,0,4,0,0,0
87," Giá cả quá rẻ so với 1 quán cỡ nhà hàng. Đĩa bào ngư có trăm mà to nhiều phát sợ. Thích nhất là sự chuyên nghiệp của nhân viên. Đông kinh khủng mà ko bỏ sót ai. Mình hỏi nhà vệ sinh ở đâu còn nhìn theo thấy mình vào đúng nơi mới quay làm việc khác. Cô chủ quán nhiệt tình giới thiệu, chu đáo và đáng yêu",0,0,5,0,0,0
88,"Nhà hàng nằm đối diện biển, khá rộng rãi, dân địa phương ăn nhiều, hải sản tươi ,chế biến rất vừa miệng. ",0,0,4,0,0,0
89,"Quán rất sag trọng,làm chu đáo,nhân viên tận tìh",0,0,4,0,0,0
90,"⭕️Đi dịp tết nên siêu đông, siêu ồn, siêu dơ. Nv dọn không kịp, ngồi bàn ăn mà dưới chân 1 đống rác.
",0,0,2,0,0,0
91,"Không gian theo phong cách hội an, nói chung nhà hàng phục vụ rất tốt, thích hợp cho không gian gia đinh.",0,0,4,0,0,0
92,"Không Gian đẹp, lấy từ không gian gỗ Hội An. Nhân viên phục vụ tận tình và rất lễ phép, món ăn lên nhanh. Tôi không còn từ gì để nói hài lòng và rất hài lòng. 
Về Quy Nhơn, Bình Định nhất định phải ghé vào dùng không thì tiết lắm.",0,0,5,0,0,0
93,"Quán quá tệ. Chỉ được trang trí đẹp, còn thức ăn dở tệ, ngay cả người cty mình ở 3 vùng Bắc Trung Nam đều chê phục vụ khinh người, toàn mấy đứa thiếu chuyên nghiệp, nhìn cứ ngơ ngơ ra như bị bệnh thiểu năng. Quán chật chội, đi tour giá cao mà bị lừa vô quán này, cả đoàn cty mình phản ánh tour quá trời. Làm ơn, đừng móc nối với tour đẻ ép khách vô quán này nữa. Làm ăn có tâm giùm đi, để đức cho hai đứa con nữa chủ quán ạ.",1,0,1,0,0,0
94,"Mình đi du lịch rất nhiều vùng miền ở VN, cảnh vật và con người là 2 yếu tố quan trọng để khách du lịch ấn tượng và nhớ mãi về mảnh đất nơi họ đi qua. Nhà hàng này làm mình có ấn tượng không tốt, cách làm việc không thể chấp nhận nổi. Mình đặt bàn đặt chỗ theo thực đơn cho đoàn 7 mâm các kiểu từ buổi tối hôm trước, sáng 9h alo gọi điện để kiểm tra lại ( vì biết bây giờ QN đông khách có thể có trục trặc) nhà hàng báo em không nhận đoàn chị nữa. Quá choáng!!",0,0,1,0,0,0
95,"Không biết đồ ăn ở đây ngon đến mức nào nhưng cách phục vụ thì k thể mê được!
Bạn quản lý nói quán đông nên khách bắc vào đây ăn có khi phải đặt trước cả năm chứ đặt bàn từ sáng đến tối đến k có chỗ chắc với bạn ấy là chuyện BÌNH THƯỜNG????
Thế nên các bạn khách Bắc vào đây nhớ book vé thì book luôn chỗ ăn ở quan Cơm niêu hoành tráng này nhé!
Xin lỗi quán chứ bực ntn thì KHÔNG BAO GIỜ quay lại lần nữa được!",0,0,1,0,0,0
96,"Du lịch Quy Nhơn mìn đi theo đoàn, bữa tối được đặt ở nhà hàng Cơm niêu Hội An. Nhà hàng nằm ngay mặt đường lớn, khá dễ nhìn. Không gian được thiết kế, treo đèn lồng đủ màu sắc đậm chất Hội An có 3-4 tầng gì đó. ",0,0,4,0,0,0
97,"Ngày Tết gia đình mình có ghé nhà hàng ăn trưa. Quán trang trí đơn giản, nhân viên phục vụ dễ thương. Không gian ở đây khá yên tĩnh lịch sự, mặc dù khách ngồi rất đông nhưng mọi người đều có ý thức nói chuyện rất nhỏ nhẹ. Tầng mình ngồi thì ko có máy lạnh, chỉ có máy quạt, rất may là không gian khá thoáng. các gia đình đi du lịch nếu như có em bé khó ăn thì nơi đây là lựa chọn an toàn.
ÀH ở quán còn có thực đơn tiết kiệm 99k, 159k,...nhé. Dễ chọn.",0,0,4,0,0,0
98,"Gọi đồ hàng tiếng không bê ra, gọi tính tiền thì kêu ""bếp đang làm"" và không cho thanh toán mà bắt phải lấy hết nhưng vẫn không bê nốt đồ lên. 

Sau nửa tiếng sau thì món vẫn không lên nổi và nó đành phải trừ chỗ đó vào hoá đơn, mặt sưng lên như cái l trâu. Phục vụ kiểu bố đời, một lần đến tởn đến già!",0,0,2,0,0,0
99,"Nhà hàng này ở vị trí khá đẹp, nhìn ra là thấy hồ sinh thái ở Quy Nhơn. Quán cũng sang trọng nhưng thực sự cách bài trí thì mình thì thấy hơi khó hiểu, nó không theo một quy luật nào cả, các bàn kê khá gần nhau nên hơi ồn,ảnh hưởng bởi bàn kế bên.Nhưng được cái là bàn nào cũng được trải khăn trải bàn nhìn sạch sẽ,tinh tươm. Nhưng được cái bạn phục vụ đẹp trai nên lấy được điểm trong mắt của mình.",0,0,3,0,0,0
100,"Ăn quán này những ngày cuối năm , hầu hết các nhà hàng đều đóng cửa , ở đây còn mở mà khá đông khách ",0,0,4,0,0,0
101,"Quán hải sản này được nhiều người chỉ tay nhau đến. ở đường Xuân Diệu này ấy thì theo mình biết chia làm 2 khu chính 1 khu là ăn vỉa hè bình dân 1 khu là sang xịn nhà hàng. Quán này nằm giữa 2 khu mình thấy giá ko quá cao quá thấp tuy nhiên đến đây mà gọi món thì cũng ko hề rẻ.
",0,0,3,0,0,0
102,"Nhà hàng được coi là có khách nhất từ trước tới nay... có bán các loại hải sản như cua huỳnh đế, cua gạch, tôm hùm, tôm càng, cá mú, cá mặt quỷ, nghêu, sò, ốc các kiểu... mình biết tới nhà hàng từ rất lâu và không khi nào quán vắng khách cả... nhân viên ở đây phục vụ rất tận tình với khách hàng không riêng gì khách hàng ngoại quốc, nhà hàng có các dịch vụ phòng vip phục vụ các bữa tiệc liên hoan các kiểu...",0,0,4,0,0,0
103,"Nhà hàng nằm gần khu du du lịch ghềnh ráng nên rất đông khách. Không gian rộng rãi, có hai tầng, view nhìn ra biển rất đẹp. Đi ăn tầm chiều tối là gió biển lên mát ruời rượi luôn. Menu đa dạng, nhiều món cho khách lựa chọn.Chuyên về các loại hải sản tươi sống, ngoài ra còn có một số món ăn chơi khác. Chất lượng ổn, chế biến hợp vệ sinh. Nhân viên phục vụ nhanh nhẹn, không phải đợi lâu. Thích nhất là ăn lẩu hải sản, với cả tôm, cua hấp sả. Giá cả có cao hơn so với mặt bằng chung",0,0,4,0,0,0
104,"mình chỉ đính chính thêm về địa chỉ và thời gian phục vụ của quán. Tìm quán này rất dễ, nếu đi từ trong Thành phố ra quán nằm bên tay trái và đối diện là Tháp đôi nằm bên phải đường (thường là mình vào Tháp đôi gửi xe, dẫn bạn vào tham quan tháp, sau đó đi bộ sang quán). Quán hiện chỉ phục vụ khách vào buổi tối, còn buổi trưa phải là khách đoàn đặt trước thì nhận, không nhận khách lẻ vì buổi trưa không có người phục vụ.",0,0,3,0,0,0
105,"Nhà hàng này nằm xa trung tâm nhưng khá đoong khách, kiểu cũ cũ cổ cổ rất chi sang, lại yên tĩnh, nhẹ nhang, sẽ còn ghé lại",0,0,4,0,0,0
106,"Kiến Trúc ở đây toàn bằng gỗ, bước vào là bao trùm một cảm giác cổ xưa. Ngồi và cảm nhận sự yên bình trong tâm hồn. Mình chả biết chủ quán đã đổ ra bao nhiêu tiền để đầu tư một không gian hoành tráng như thế này. Mang đậm bản chất dân dã. Thích nhất là ngồi nhìn mấy cô phục vụ mặc áo bà ba đồng phục..Ngồi trong quán cảm giác cứ như là mình sống lại thế kỷ 19 ấy.",0,0,5,0,0,0
107,"Đi tham quan tháp đôi xong nên ghé vào đây ăn trưa luôn, tiện dã man. Không gian siêu rộng, kiểu nhà hàng sang chảnh, có sân vườn, chậu kiểng rất đẹp.  Nhân viên phục vụ tận tình chu đáo với khách",0,0,4,0,0,0
108,"Khi vừa bước vào quán, bạn sẽ cảm thấy rất yên bình và thoải mái. Quán có kiến trúc khá đẹp, không gian thoải mái, phù hợp luôn khi đi với gia đình đông. Nhân viên phục vụ cũng khiến bạn hài lòng vì nhanh nhẹn, tư vấn cho khách tốt và nhiệt tình. ",0,0,4,0,0,0
109,"Quán nằm ở vị trí khá dễ tìm ngay trên trục đường chính. Không được yên tĩnh cho lắm vì thường có tàu lửa chạy qua.
 Căn phòng chính là 1 căn nhà cổ được phục chế  khá độc đáo. Decor là những tác phẩm bằng gốm và sơn mài của họa sĩ địa phương.
Nhân viên thân thiên phục vụ nhanh từ 10-20' dù quán khá đông.
Giá cả hợp lý so với chất lượng và vị trí .
",,,4,,,
