,Review,mua_sam
66,"Bên này chỉ có khi sale mình mới mua thôi, chứ đồ bên này đắt cực, thấy trên page đang sale up to 80% mừng sinh nhật nên mình ghé qua mua. Đợt trước sale 50% cho áo ohao mà mình qua trễ nên hết mất, phải lên web đặt 1 cái ao phao giá ship về là hơn 500k thì phải, cái đó mình mua tặng bé em.
Hôm nay lại thấy sale áo phao 40% nên mình ghé qua mua tiếp, may quá đợt này vẫn còn nhiều mẫu áo phao đẹp, chứ như đợt trước lạnh nên họ mua sạch
Mẫu mình mua xanh ngọc 935k sale còn 561k, quét Vnpay giảm thêm 50k nữa. Tống thiệt hai 511k
Áo này mình khá ưng, vải đẹp, ấm, mặc có dáng
Không gian 2 tầng, có 2 phòng thay đồ nên có dịp sale là phải đứng đợi nè",4
67,"Quần áo bên này đa dạng nhiều mẫu mã, bắt kịp xu hướng. Phù hợp cho các bạn nữ thích phong cách nữ tính một chút. 
Ưng nhất ở đây là nhân viên cực kỳ lịch sự, tư vấn nhiệt tình. 
Chắc chắn sẽ còn ủng hộ shop nhiều nữa.",4
68,"Mới thấy khai trương nên tín đồ như mình phải ghé liền nè. 
Review cho cái không gian nhìn cự kì lịch sự và sáng sủa. Đồ ở đây chất liệu khá ưng ý mình đường may cũng chắc chắn và sắc sảo. Nhiều mẫu mã và mau sắc theo xu hướng luôn á. Theo mình thì nên mua đồ ở những shop như thế này sẽ cảm thấy yên tâm về chất lượng hơn. 
Mua hôm khuyến mãi nên cũng được giảm giá 1 ít. 
Chắc chắn sẽ ghé lại.",4
69,"Bên này mới mở. Giảm giá từ 20 đến 50%. 
Cũng đa da dạng, chất liệu ổn. Mình thích các mẫu chân váy và quần short.
Bên dãy 50% khá ổn. Tranh thủ ghé xem thêm",4
70,"Shop thời trang nữ mới mở đang giảm giá 20% - 50%. Chất vải okie lắm, mềm mịn mặc mát lắm. Giá tầm 200k - 600k. Nhiều đồ có thể lựa mặc đi làm hoặc đi chơi. Có nhiều thiết kế đẹp. Đánh giá thì trang phục ở đây theo hơi hướng thanh lịch hiện đại cho mấy bạn trẻ trung. Shop nằm trên con đường dễ tìm kiếm và ngay trung tâm nên rất tiện!",4
71,Chuyên bán đồ ăn và vật dụng cho thú cưng.,5
72,"Shop Kool bán đồ ăn và vật dụng cho thú cưng.
Quí khách ai có nhu cầu vui lòng ghé Shop Kool tại 02 Đồng Bài 1 - Liên Chiểu ( bên hông chợ Hòa Khánh ).",4
73,"Shop Kool cần tìm chủ mới cho em 2 cún như hình, 2 em giới tính cái, đều ăn khỏe, đã hơn 1 tháng tuổi
-Em tai to giá 350k
-Em tai nhỏ, mắt nâu, mũi nâu: 600k
Ai có nhu cầu vui lòng ghé Shop tại 02 Đồng Bài 1 - Hòa Khánh - Liên Chiểu ( Bên hông chợ Hòa Khánh)
Hoặc DT: 0977,575705 or 01,222,555,634
Cảm ơn",4
74,Mắc kẹt quá lâu mới được ăn miếng thịt cua chất lượng real,4
75,"Quán nhiều món tươi ngon, hấp dẫn. ❤️❤️❤️",5
76,"Thực phẩm tươi, chất lượng tốt, giá cả phải chăng. Tư vấn nhiệt tình, giao hàng nhanh.",5
77,"Thực phẩm khá tươi, giá lại vừa phải. Chủ shop khá linh động cho mình khi đặt hàng tại shop. Đáng để đặt lần sau.",5
78,"Đi chợ nông dân nào, được làm nhiều trò lắm luôn: 
- Mua rau củ sạch an toàn từ những trang trại được tận tay lựa chọn từ khắp miền Trung
- Để các bạn nhỏ chơi tại các gian tổ chức hoạt động riêng cho trẻ em: Trồng cây, LIK
- Thưởng thức âm nhạc
- Thưởng thức đồ ăn ngon
- Mua sản phẩm handmade địa phương
- Gặp gỡ bạn bè
- Hoạt động làm sạch môi trường (cleanup) Kayak
- Lần này sẽ KẾT THÚC MUỘN HƠN với Phiên Chợ Đêm
- Thưởng thức bia tươi nội địa",4
79,"Cuối tuần đi chợ phiên nông dân đi nè 
Mua rau củ sạch an toàn từ những trang trại được tận tay lựa chọn từ khắp miền Trung.
- Để các bạn nhỏ chơi tại các gian tổ chức hoạt động riêng cho trẻ em: Trồng cây, LIK, Game Just Dance.
- Nhạc sống cùng DJ quốc tế.
- Thưởng thức đồ ăn ngon.
- Mua sản phẩm handmade địa phương.
- Gặp gỡ bạn bè.
- Hoạt động làm sạch môi trường (cleanup) Kayak.
- Thưởng thức bia tươi nội địa.",4
80,"Shop này gần chợ Cồn. Shop nhỏ nhỏ bán tại gia thôi mà toàn hàng chất thôi. Mình thích không gian ở shop, diện tích khiêm tốn mà bày trí quần áo khoa học dễ lựa chọn. Hơn nửa các shop khác rộng đi lựa mỏi chân mới tìm thấy món đồ yêu thích còn ở đây dạo một vòng mắt đã thấy được món đồ mình cần tìm rồi. 
Đồ của shop vải rất ok. Mẫu hot trend mà mỗi cái số lượng có hạn nữa nên ít lo việc đụng hàng. Giá cả thì tầm trung. Khoảng 200k là có ngay em váy cute hột me liền. Ở đây cũng có bán cả phụ kiện, túi cói, mũ cói nữa.",4
81,"Biết quán trên facebook nên có dẫn bạn gái tới đây mua đồ. Đồ ở đây chủ yếu là hàng Quảng Châu nên thấy giá hơi cao, nhưng nhiều đồ khá đẹp. Mình thấy mỗi mặt hàng thì có 1,2 cái thôi chứ không nhập tràn lang như những chỗ khác. Đồ cũng đa dạng từ quần, váy, áo thun, túi xách...
nhiều đồ vintage thấy cũng đẹp lắm. hi",4
82,"Nằm trên tầng 2 nên để ý kĩ mới thấy. Shop cũng nhỏ thôi nhưng bán nhiều đồ dễ thương cực. Ở Đà Nẵng thì mình cũng không thấy shop nào bán những đồ tương tự. Hình như đồ là shop tự làm và may luôn. Ở đây thì áo quần phong cách kiểu kimono or hanbok, đồ phụ kiện thì cũng giống gu như vậy.
Nhân viên ở đây cũng khá nhiệt tình.",4
83,"Không gian nhỏ xinh, decor rất đẹp. Quần áo chất lượng, độc quyền, không đụng hàng với ở đâu. Miuk lại có chương trình đổi đồ rất hay và ý nghĩa nữa. Sẽ đên thường xuyên",4
84,"Miuk nằm ở tầng 2 của tòa nhà 3 tầng với tầng 1 là một tiệm đồ da và tầng 3 là quán cafe. Sắm đồ ở Miuk mệt bạn có thể lên tầng 3 gọi ly nước giải khát quá tiện luôn 😂
Mình khá thích kpop nên ưng mấy đồ hanbok cách tân nhà Miuk cực. Ngoài ra ở Miuk còn có bán kimono, áo dài, sườn xám cách tân nữa. Giá cả thì không phải rẻ nhưng quá ok cho một bộ đồ độc và chất luôn 😊
Bên cạnh áo quần, Miuk cũng có những phụ kiện xinh xinh như balo, túi, ví, quạt nữa. 
Chị Miuk thì xinh cả dễ thương lắm, tư vấn cũng cực nhiệt tình. 
Đảm bảo khi đến Miuk bạn sẽ có thể lựa chọn cho mình ít nhất một món đồ ưng ý!",5
85,"Nằm trên tầng 2 một cửa tiệm mà bên dưới là tiệm đồ da (ví, túi) và đối diện bên kia đường là hiệu sách Nhã Nam cùng với hàng bún chả cá, đến một nơi bạn có thể kết hợp được vài mục đích ^^.
Tiệm là cơ sở Đà Nẵng của một tiệm ở Hội An, đồ may có cái đặc trưng riêng có của nó. Mình mua sườn xám và váy giá khoảng 600k, có chính sách giảm giá tầm 10k, 20k (mức cao hơn thì mình không biết có hay không) )
Em bán hàng (có nhiều em nhưng mình mới nói chuyện với 1 em) thì cung cấp dịch vụ cực kỳ tốt: nhẹ nhàng, tươi tắn, nhiệt tình trong hướng dẫn, trả lời, tư vấn. Ngoài ra, được ngắm anh chàng nhà dưới lúc anh ấy cắt những tấm da làm túi thật thích.",4
86,"Gà ngon, cơm mềm, xôi ngon, giá cũng hợp lý",5
87,"Gà thơm ngon , quan sạch sẽ",5
88,"Gà sạch sẽ vị đậm đà , giá cả hợp lý",4
89,Gà ngon,3
90,"Rất hài lòng , giao lều miễn phí tận nơi rất thích , còn đến nhà lấy giúp lúc trả nữa
Từ nay nằm nhà gọi điện là có lều đi chơi rồi",4
91,"Nơi bán và cho thuê lều cắm trại chuyên nghiệp, uy tín, giá cả phải chăng.
Shop có nhiều loại lều, đồ phượt chất lượng. Nhân viên dễ thương. Một địa điểm rất hữu ích cho những bạn trẻ mê chủ nghĩa xê dịch.",5
92,"Mình là sinh viên rất ít khi mua hàng hiệu, tuy nhiên sablanca thì mình đã tậu đến 3 đôi giày rồi, nhìn sang chảnh vậy thôi chứ giá cũng khá mềm, bình thường 1 đôi giày 400k những thỉnh thoảng shop có sale thì chỉ còn 200 - 300 nên mua khá tốt, đắc biệt với những đứa như tụi mình ít xiền mà muốn mua đồ đẹp, về chất lượng phải nói quá chi là ok luôn, giày đi êm chân, chắc chắn, nhân viên nhiệt tình nè, cửa hàng thì sang trong thỏa sức chụp hình nữa chứ! nói chung là tuyệt",5
93,Túi xách ở đây khá là chất lượng. Nhiều mẫu mã đẹp. Giá cũng vừa phải. Hồi ở Sai Gòn có mua 1 đôi giày ở đây nên rất mong nó về Đà Nẵng. Đợt này mình mua túi xách mang đám cưới. Đẹp lắm lun ý. Rất thích sẽ ghé lại nữa,4
94,Thương hiệu này khá nổi ở Sài Gòn nè. Nay em ấy đã về Đà Nẵng và khai trương hôm trước ở 460 Lê Duẩn nè. Không gian lồng lộn sang chảnh lắm ý. Giày dép túi ví đều có cả. Đồ đẹp và nhìn sang chảnh lắm. Giá cả tầm 300k - 700k tùy món. Có bán các phụ kiện như tất vớ các kiểu nữa. Nhân viên chuyên nghiệp và nhiệt tình. Giảm giá 20% nữa nè,4
95,"Sablanca thì mình được biết là thương hiệu cũng khá lớn ở Sài Gòn, mà nay mới mở chi nhánh ở ĐN nên cũng tò mò ghé thử xem thế nào. Shop mới trông khá sang trọng, và rất rộng rãi. 
Dạo quanh 1 vòng thì mình thấy đồ cũng khá đẹp, giá tất nhiên cũng hơi cao tí túi xách thì tầm 400-800k, dép thì tầm 300-500k. Mình cũng chọn mua được cái túi khá ưng ý, để mang xem thời gian thử chất lượng thế nào. Nhân viên cũng khá nhiệt tình.",4
96,"Một siêu thị mở ra giúp mình giảm được quảng đường đi xa mua sắm hjhj. Siêu thị mở cũng lâu rồi nên hiện nay có đầy đủ các mặt hàng luôn nhé, chỉ là ít hơn bigc thôi hjhj( khỏi cần so) . đáp ứng được nhu cầu mua sắm các vật dụng gia đình, ăn uống. rất nhiều mặt hàng giá cả cũng ổn định nữa. mới đây ở Coopmart có mở thêm rạp chiếu phim nên cảm thấy rất tiện , mình toàn xem phim ở rạp đây không thôi. đồ ăn và chất lương ở Siêu thị thì chắc an toàn và được chứng nhận rồi nên độ an toàn chắc cao nên ưng gì ra siêu thị mua cho chắc.",5
97,"Nhắc đến siêu thị thì đà nẵng là 1 thành phố có rất nhiều siêu thị lớn nhỏ khác nhau nằm tại nhiều vị trí đắc địa, Siêu thị coop mart cũng vậy, phục vụ cho mọi đối tượng nhưng đặt tại vị trí gần khu vực hòa khánh hơn giúp cho thuận tiện di chuyển. Siêu thị Coop Mart có rất nhiều mặt hàng , đa dạng chủng loại và cả giá cả. Giá sản phầm ở đây so với các siêu thị khác cũng ngang tầm giá với nhau nên rất yên tâm mua và sử dụng cho gia đình.",5
98,"Hình như siêu thị chỉ bán cho người nước ngoài phải ko ạ? Từ bảo vệ đến nhân viên đều coi thường người trong nước thì phải )). Mình để xe máy đúng chỗ chứ ko phải để lộn xộn, bảo vệ cũng nhìn thấy ngay từ đầu mà đến lúc để xong mới bắt để ra chỗ khác. Lúc ra thanh toán thì 2 nhân viên và cả bảo vệ đều đang rất chăm chú xem phim ko thèm đếm xỉa đến 2 đứa mình :) . Khi mình ra về rồi có 1 cô khác người Hàn ra thanh toán lúc đấy nv cũng vẫn đang xem phim nhưng chạy tới quầy ngay lập tức )).",0
99,"Dạo quanh đường này thấy quá trời cửa hàng tiện lợi Hàn Quốc. Cửa hàng rộng, bán nhiều đồ đặc biệt là mấy món đồ ăn thức uống nhập khẩu từ Hàn Quốc cũng khá là thú vị. Thấy trong hình cover của địa điểm này trên Foody có cafe Coffing Road tính mua mà ko thấy. Hỏi nhân viên thì bạn đó bảo là của khách mang đến đây chụp mới ghê chứ :v Chỗ này có bàn ghế ngồi ngoài trời luôn nha.",4
100,"Loanh quanh ở chợ Hàn chả biết mua gì nên bố mình cứ giục mua 1 cái gì đó. Chọn bừa lọ mực rim me này vì nghe nói ở đây nổi tiếng với món mực rim me. Mà chắc mua đúng chỗ k ngon nên mình chả thấy ngon gì cả 😂. Thú thực là lần đầu ăn mực rim me nên k biết các loại khác có thế không. Chứ mình nua ở hàng này thì thấy mặn quá. Lúc đầy ăn thì thấy ngọt xong nhai miếng mực thì thấy siêu mặn, có miếng thì lại quá cay. 1 hộp này là 100k. Mua thấy phí tiền ghê. 
Ngoài ra ở chợ này còn bán chủ yếu rất nhiều đồ khô kiểu này nữa. Có 1 khóc bán đồ ăn chín và 1 góc bán đồ ăn như bình thường ở chợ kiểu rau củ, gà lợn chứ k phải mỗi đồ khô không. À. Ngoài ra thì ở đây muốn mua chả cá thì nghe khuyên mua ở chả cá Xuân nha. Mình cũng đã thử và thấy vị rất thơm ngon. Dù biết cũng là cá linh tinh trộn vào thôi chứ giả như chả cá thu mà có 250k 1 cân thì k thể là cá thu hoàn toàn được.",4
101,"Quán bán nhiệt tình và tư vấn đầy đủ cho khách. Đóng thùng xốp cho những khách đi máy bay rất chỉnh chu. 
Ở đây bán rất nhiều loại mắm như mắm tôm, mắm nêm, sa tế, đồ chưa, củ kiệu,...
Giá cả cũng tương đối. Tuỳ từng mắm nhưng hộp tầm trung cỡ khoảng 40k/500mg.",3
102,"Vừa bước tới siêu thị viettronimex được các bạn nhân viên nam nữ tư vấn bán hàng, thật là nhiệt tình và chu đáo ân cần niềm nở với khách hàng, lắng nghe ý kiến khách hàng cần ở gì và muốn gì từ phía chăm sóc khách hàng như thế nào. Ở tầng 1 là sản phẩm gia dụng và điện tử. Và tầng hai là sản phẩm điện lạnh - bình nước nóng với một mức gia rẻ bất ngờ và bên cạnh còn tiet kiệm tiền một khoảng chi tiêu tiền của mình nữa đó các bạn ạ.",4
103,"Siêu thị điện máy trung tâm viettronimex tai 87 quang trung là một trung tâm mua sắm sầm uất và được nhiều người tiêu dùng lựa chọn, tin tưởng và tin cậy khi mua viettronimex với giá ưu đãi thấp hấp dẫn vô cùng, khi khách hàng mua săm với những mặt hàng điện tử và điện lạnh và gia dụng với hãng sharp, panasonic, samsung, korihome..., qua đó ta thấy được chất lượng nhân vien tư vấn bán hàng và chăm sóc khách hàng và chu đáo, và hàng tuần hay hàng tháng có nhiêu chuong trình khuyen mua hàng tặng những sản phẩm.",5
104,"Shop này mới khai trương mua 1 tặng 1 với giảm giá 30% luôn á. Bạn mình giới thiệu nên mới biết thông tin này. Tranh thủ buổi sáng rảnh nên rủ thằng bạn qua đây lựa ít mẫu áo pull lạ lạ mua về. Shop ni không gian nhỏ nhỏ. Chỉ yếu áo pull nam thiết kế hay mình ưng thì nói shop in theo sở thích cá nhân cũng được. Áo pull vải tốt, mặc mát. Shop có nhận in mấy đồ ốp lưng điện thoại hay ví nữa. Hồi mô qua làm ốp lưng tặng bạn gái mới đc.",4
105,"Shop này mở cũng được mấy hôm rồi mà hôm nay mới khai trương. định làm quà tặng bạn sinh nhựt nên có người quen nhờ đặt trc mấy món dạng in nổi như ri. nhìn cũng đẹp lắm. giá in tâm 30k thôi, tới đó yêu cầu in chi là shop đều làm hết. thời gian cũng nhanh. shop ở trên tầng 2 nhỏ nhỏ, nhưng bày biện ngăn nắp. shop có nhận in mấy đồ áo pull 3d nữa, cái ni mấy bạn học sinh ưng làm đồng phục cũng hay nè.",4
106,"Shop này bạn mình giới thiệu đồ thiết kế theo yêu cầu nên mình rủ bạn làm chung. Đặt in áo và ốp lưng điện thoại. Chất lượng khá ok, mà giá cũng bình dân. Đặt hàng vài ngày là có liền à.",4
107,"Son tươi thiên nhiên ở đây lên màu đẹp lắm, thơm mùi tự nhiên,mùi của dầu dừa, dầu hạnh nhân, giá cả lại phải chăng, rất thích shop và cô chủ shop <3",4
108,"Được anh bạn giới thiệu son shop này nhà làm chất lượng nên hôm nay order thử 1 cây. Shop ở hội an nên phải mất công ship ra. Lúc đầu nhận son thấy vỏ bề ngoài sang chảnh lắm. Son handmade nên nghe mùi tự nhiên, dầu dừa thì phải. Giá cây này 130k, cũng phải chăng chớ k đắt đỏ gì. Mình bôi thử thì màu lên khá đẹp, nhưng hơi khô, cải thiện mặt này nữa là ok
Bé chủ shop thân thiện dễ thương. Ship hàng nhanh nữa",4
109,"Bột ở đây thơm, mịn. Bột tự nhiên nên có vị rất thơm. Mình không thích uống béo nên pha không đường không sữa mà uống thôi .
Bạn giao hàng đúng giờ, dễ thương nữa chứ . 
Sẽ giới thiệu bạn bè uống thử, À bên này còn có bán Son môi, dầu dưỡng từ Gấc , Dầu dừa các thứ nữa . 
Mình thì chỉ uống Ngũ cốc thôi chứ chưa thử các loại khác tại vì là con trai mà ^^!",4
110,"Bên này bạn mình hay mua. Giới thiệu cho mình.
Giá tầm vài trăm tới triệu. 
Mua quen rồi nên cũng yên tâm.
Mình hay mua rượu làm quà chứ ko sành uống.
Quán tư vấn chu đáo, tận tình.",4
111,"Chẳng còn bao lâu nữa là tới tết rồi. Mình có tìm địa điểm để mua rượu để làm quà với mang về quê để trưng tết, nên tìm ra được chỗ này đây.
Chỗ này mính thấy bán rượu uy tín, chất lượng. Không lo rượu nhái rượu dởm. Đa dạng mẫu mã.
Nhân viên tư vấn cũng nhiệt tình.
Giá thì tùy loại.",4
112,"Mình có bé bạn làm ở đây nên tiện qua chơi coi chút đồ chứ ko có ý định mua ))
Vì đồ ở đây khá mắc, chất lượng lại ko đáng nên mình ko mua tới",3
113,"Bạn mình rất thích Totoro nên gần sinh nhật hắn mình có tới đây mua đồ.
Nghe nói đồ ở đây mắc, tới xem thì đúng là khá mắt đó. Được cái là đồ ở đây đa dạng và cute.
Mình thấy tớ đây thì nên mua các phụ kiện thì được hơn vì giá cũng như mặt bằng chung. Chứ mấy món to như gấu bông thì hơi mắc nè",4
114,Đáng yêu phết :)),4
115,"Lăn tăn tân gia không biết mua gì tặng quà thì đồng hồ là chuẩn nhất, mà đồng hồ mấy kiểu dáng kia thì nhìn chán lắm, may bữa trước lướt fb nên thấy tiệm này, mình rủ bạn đi mua tiện thể chụp menu cho mấy bạn xem giá luôn chứ không tưởng đắt
có nhiều mức giá, nếu muốn mua đồng hồ đẹp tầm 1tr á, mình thấy quà tân gia như thế này cũng hợp lí",4
116,Anh bạn mình mới làm nhà nên không biết mua gì để tặng cho hợp tân gia nên nhờ nhỏ em tư vấn. Nhỏ em dẫn tới chỗ này để coi đồng hồ treo tường. Ở đây có rất nhiều mẫu mã nên cũng dễ lựa chọn. Mẫu mã khá đa dạng và bắt mắt. Nhà anh bạn mình theo kiểu hiện đại nên mình chọn đồng hồ có hình mặt trời để tặng. Giá thì giao động từ 1tr đến 3 4tr gì đó. Đi mua quà lần này cảm thấy khá ưng bụng!,4
117,"Lâu nay muốn tìm kiếm đồng hồ đẹp để trang trí cho phòng khách gia đình mà mãi k tìm đc đồng hồ ưng í, dạo fb thấy bên này có nhiều mẫu đồng hồ đẹp lại giảm gía 20% nên mình rủ bạn đi qua xem thử
đồng hồ có khá nhiều mẫu mã đẹp, mình có chấm được 2 mẫu để treo phòng khách và phòng ngủ
 hihi
giá mỗi cái tầm 1tr hơn sau khi đã giám giá, mẫu này treo lên tường khá là nổi luôn
ai k biết lắp đặt thì bên này có hỗ trợ thợ lắp đặt tận nhà á",4
118,"Tìm quà tặng bạn nhà mới tình cờ biết được chỗ này. đồng hồ hoa lá hẹ, con công con phượng rất độc đáo, làm quà tân gia thì đúng là số 1 luôn ý. có từ kích thước to cho đến bé, từ đồng hồ mang phong cách sang trọng quý tộc cho đến các mẫu hoa lá khá dễ thương. nói chung muốn kiểu nào có kiểu đó.
Giá tiền thì đương nhiên là mắc hơn đồng hồ bình thường nhưng với ngoại hình và chất lượng như này thì quá ok. nếu mua về nhà sẽ có người đến lắp giúp nè. chỗ này ngay đối diện đường xuống chợ mới luôn nhé. chỗ danang watch, tầng dưới bán đồng hồ thời trang đeo tay còn tầng trên mới bán mấy loại đồng hồ treo tường này nha",4
119,"Trào lưu mới chơi đồng hồ thời trang treo tường, tới tiệm nhìn là mê rồi, tầng 1 là đồng hồ đeo tay thời thượng, tâmgf 2 là đồng hồ treo tường thời trang
Nhiều mẫu mã lắm, có giá từ hàng trăm tới hàng triệu mẫu nào cũng đẹp
Muốn có đồng hồ ưng í thì chắc tầm 1tr trở lên là có cái đẹp rồi
Treo ở phòng ngủ, phòng khách đều đẹp hết
Đang giảm 20% tới ngày 15/10",4
120,"Hi shop
ib giúp e vài mẫu hoa sang trọng 1 chút và giá từ 350k trở lại ạ",2
121,Mua 1 bó cúc về cắm gãy hết 4/5 cây. Thất vọng quá,0
122,"Thỉnh thoảng đi ngang qua đây thấy m.n vào shop mua hoa rất đông. Đặc biệt là những ngày cuối năm nữa. 
Mình ghé shop cũng vào đêm 30. Không gian nhỏ nhắn nhưng hoa để ngập lối đi.
Có rất nhiều loài hoa đẹp. Nhìn bông nào cũng muốn mua hết. Có các chậu nhỏ rất xinh để bàn nữa. Các chậu phong lan cũng rất đẹp mắt.
Có 1 số hoa thì phải bảo quản trong tủ lạnh. 
Vào đây đứng mà mình rất thích.. hình như hoa cũng dc mang từ Đà Lạt ra luôn. 
Nhân viên tư vấn rất nhiệt tình. Có điều kiện thì nên đến đây.",4
123,"This is the second time I came here to shop for some flowers. I took my mom with me. She was happy with two or three pots of tulips, telling me that the prices were pretty decent. 

Again, I was amazed with how much professional and friendly of the staff. They wrapped the plants in plastic wrapper to make sure it didn't move too much. Besides, they also gave my mom detailed tips on how to take care of those tulips during the Tet holiday. 

I was impressed by one particular girl whose voice was really soft and gentle. She seemed to always genuinely care about the customers, which was very nice.",5
124,"Dẫn ny đi mua đồ chưa bao h thấy shop nào bán rẻ vậy luôn ,mình vs ny cứ bảo nhau có nhầm giá ko ? Hàng rất ok mình mua dc cho ny đến 7 cái đồ mà có 679k rẻ không tưởng tượng! Nghe nói shop này bán sỉ đang xã hàng vì gia đình có chuyện ! Thôi thì rẻ đẹp tiện tay hốt thôi ,chi em tranh thủ ghé kìa.",4
125,"Thấy đang sale mạnh nên ghé ngay nè! Shop có 2 tầng, tương đối thoáng. Nằm trên đường Hoàng Diệu nên cũng dễ tìm lắm luôn. Phục vụ nhiệt tình, nếu bạn cần nhân viên sẽ tư vấn cho bạn nè. Có nhiều loại mẫu mã khá ok, đang sale nên giá rẻ lắm luôn! 
Con gái mà, thích mua sắm lại gặp ngay shop đang sale, quần áo lại khá ok phải mần ngay mấy bộ. 
Shop có bán quần áo, giày dép với túi xách ấy. Giày dép thì không ok lắm.",4
126,"Shop có rất nhiều mẫu mã đa dạng, từ bánh bèo chúa cho đến đồ năng động, cá tính nha. Hiện shop đang sale 30-50% hầu hết các sản phẩm nữa. Áo thun đồng giá 35-50k thôi nà. Chất vải cũng ok lắm. 
Hôm nọ mình có ghé shop hốt được quả short jeans chất mà giá rẻ rề. Ưng dã man. 
Ngoài ra shop còn bán balo, túi xách các kiểu cũng xinh lắm nha",4
127,"Lần đầu đưa bạn gái tới đây mua đồ nên review cho các bạn một địa điểm mua quần áo nữ mình thấy rất Ok. Quần áo ở đây chuyên về đồ nữ, trẻ trung năng động. Giá cả cũng rất ok, ns chung hợp vs túi tiền sinh viên, mình và bạn gái chọn đc vài áo khá ưng ý mà giá tầm có 50 -70k, chắc do đang có đợt sales. Nói chung thấy chỗ ngon bổ rẻ nên Review cho các bạn, nhanh chân chứ đồ đẹp và chất lượng vậy chắc nhanh hết lắm. :v :v",4
128,Giày nhiều mẫu về đẹp quá các bạn ơi,5
129,Đi khắp các shop giày lựa mãi không được đôi nào tình cờ dừng đèn đỏ nhìn vô thấy shop giày da khá lịch sự và sang trọng nên ghé vào. Vào shop giày thiết kế thủ công theo phong cách trẻ mà lại chững chạc đúng ý của mình luôn. Loay hoay mãi không biết chọn đôi nào vì nhiều đôi ưng ý quá cuối cùng lấy đôi này. Về thực sự phối đồ quá đẹp. Nhìn cứ như soái ca luôn mà đang có chương trình khuyến mãi mua 1 tặng 1 mình được tặng thắt lưng nữa này. Nói chung quá ưng ý về mẫu giày của shop. Giá tiền xứng đáng với chất lượng đó ạ,5
130,"Bữa dẫn ku em đi mua giày da. Thiệt chứ trc giờ mang sneaker ko có bít chỗ nào bán giày nam ngoài BQ vs Bitis đâu. Đi ngang chỗ này thấy treo biển khuyến mãi nhân khai trương nên chui vô đại. Rứa mà lựa đc giày đẹp :))) 
Gi ày ở đây kiểu giày thủ công ý, nên nhìn đẹp lắm chứ ko p kiểu giày công nghiêp. Có nhiều kiểu cho cả trẻ đến trung tuổi. Gía thì khá chát tầm 1tr hết. có vài đôi mấy trăm. nhưng đẹp thì toàn triệu :))))
Không gian tiệm lịch sự. Túi đựng giày cũng đẹp nên có thể tặng nữa. Nói chung ok",4
131,"Chuẩn bị đi đám cưới nên tìm mua giày da mang cho nó lịch sự thì phát hiện ra chỗ này ngay Lê Duẩn giao với Ông Ích Khiêm, giày bên này được làm thủ công nên trông ok lắm, mình xem mà không biết lựa đôi nào luôn ý. Giá thì khá chát tầm 1 triệu nhưng chất lượng như vậy cũng đáng đồng tiền",4
132,"Giày ở đây đẹp lắm các bạn ạ. mình mua đôi giày da về đi êm chân dã man luôn, thích cực kì, mang suốt mà cảm thấy vẫn rất thoải mái chân không bị đau gì cả. các bạn nên ghé để cảm nhận.",5
133,"Sắp tới 20/10 nên phải chọn hoa tặng mẹ và vợ nên được bạn giới thiệu shop này
khong gian nhỏ xinh, mở nhạc nhẹ nhàng du dương
đang sale 20% tới ngày 20/10 nên mình cũng chọn được 2 bó nhờ shop tặng cho những người phụ nữ yêu thương
hoa bên này khá tươi và đẹp, được nhập về hăng ngày 
anh chủ shop khá nhiệt tình",4
134,"Hoa đẹp cho 20/10
Tiệm hoa nhỏ xinh ngay đường ông ích khiêm
Hoa tươi, nhìn là ưng ngay luôn á",4
135,"Hot hot hot : shop hoa màu xanh mê lòng người. Đi mua hoa tiện thể chụp 1 tấm với cái cổng vào màu xanh vừa sang vừa dễ thương, hoa tươi, hộp đựng hoa xinh đa dạng. Gần đến lễ 20/10 rồi , chọn tiệm này ok cho nà ❤️",4
136,"Shop hoa tươi mới mở, cánh cửa decor màu xanh da trời diệu nhẹ, check in cũng đẹp lắm
Shop này hoa tươi nhiều loại, khách tới chọn hoa rồi quán bó tại chỗ luôn chứ không bó sẵn như mấy shop kia, tầm 15’ - 20’ là có ngay bó hoa đẹp rồi
Ngồi chờ chủ bó hoa, có thể nghe nhạc dịu êm thêm ngắm tượng phật pháp nữa
Hoa hồng ở đây to lắm, nở rộ, bó vào bó hay lẵng đều đẹp hết á
Shop đang giảm 20% từ đây tới 20/10",4
137,"Bữa dạo chợ phiên sinh viên cũng nhiều cái hay ho lắm, mua được mấy em móc khóa cute phô mai que ds",4
138,"Chợ phiên sinh viên lâu lâu mới mwor mà có nhiều thứu hay ho nè, cả mấy bí kíp vỏ lâm vầy nưuax",4
139,"Mấy bữa có chợ phiên bên kinh tế, của mấy em sinh viên kinh tế làm luôn, cũng quy mô mà nhộn nhịp lắm",4
