,Review,mua_sam
118,"Siêu thị này chẳng thiếu thứ gì, có đủ cả luôn 👍🏻 Từ nội đến ngoại nhập ... Bánh kẹo trái cây chén li dĩa kem mỳ gì cũng có. 

Vào là muốn mua tất 😢 Quán có bán cả mì cay con gà đang hot nữaa. 35k/ gói. Điểm trừ quán là giá tiền để lộn xộn quá, chẳng hợp cái nào.",4
119,"Vào mua mấy món làm bento, nhiều đồ món dễ thương lắm. Có mấy loại kẹo cũng ngon nữa, lâu ngày mới thấy lại kẹo bạch tuộc nên mua về luôn ))) con bạch tuộc đó vừa là đồ chơi vừa là đồ ăn đó, giá 58k",4
120,"Các mặt hàng ở siêu thị rất phong phú. Tuy nhiên, tất cả những lần mình ghé mua hàng đều ko hài lòng về thái độ của bạn nhân viên nữ tính tiền. Quá xem thường khách hàng đến mua đồ. Cảm thấy tiền bỏ ra ko đáng. Ko bao giờ quay lại nữa.",2
121,"Hai chị em có thói quen ăn cơm sáng, sang đây thấy có ruốc cá hồi và hạt rắc cơm nữa. Sáng ăn cơm trộn hai món này với rong biển là xong bữa, rất nhanh và tiện lợi, vị cũng ổn nữa. Bánh mẹ mua ăn thử mà không ngon lắm, hàng Nhật.",4
122,"Ở đây bán rất nhiều mặt hàng nhập khẩu, đa dạng, giá khá rẻ hơn so với những nơi khác. Nhân viên thân thiện và tính tiền nhanh nhẹn...vào đây chỉ muốn hốt hết đống bánh kẹo về 😂😂😂",4
123,"Sjeu thị có nhiều mặt hàng nhập khẩu phong phú, giá hợp lý. Tuy nhiên cách để giá quá lộn xộn. Nhân viên kĩ năng quá kém và coi thường khách hàng. Đặc biệt là nhân viên tính tiền. Mua đồ ở đây nhiều lần nhưng chưa lần nào nghe dc mấy ẻm dạ thưa. Với người lớn hay kẻ nhỏ đều xưng hô rất cọc lóc",2
124,"Siêu thị này đi thích lắm luôn vì hàng hoá đa dạng cực kỳ. Bánh kẹo nhập và kem là mình mê nhất. Bất ngờ nữa là ở đây có rất nhiều loại kitkat ngon và lạ chứ ko riêng gì vị truyền thống đâu. Giá cũng rẻ hơn nhiều so với hàng xách tay nữa.
Kitkat có nhiều loại cụ tỷ như kikat trà xanh, mâm xôi, bánh nướng, sake...
Trái cây tươi cũng mê lắm nha. Từ dâu tây hàn quốc cho đến lê, mận. Nói chung muốn kiếm đồ độc zô đây kiểu gì cũng có. Có điều giá cả sắp xếp hơi lộn xộn và 1 số mặt hàng ko hề dán giá rõ ràng như kem hay thạch...",4
125,"Joly Mart là siêu thị mới mở ở đường Yên Bái. Mình rất bất ngờ khi tới đây vì siêu thị có nhập Kit Kat về, đúng loại mình ưa thích̀. Ở đây bán hàng cũng đa dạng, không gian lại rộng rãi thoáng mát. Hôm trước anh mình đi với mẹ đến mua hàng thì thấy cửa hàng kéo cửa như sắp đóng, định ra về. Vậy mà, chủ yêu cầu nhân viên mở cửa lên, bán hàng cho khách! Ôi!",4
126,"Siêu thị này toàn đồ nhập,ăn khá ngon mà giá cũng khá chát dâu mỹ 500k/ 1 hộp vs mận mỹ 300k/ 1 hộp
chia giá ra 1 quả dâu to gần lòng bàn tay 50k,ăn mà xót quá :D cũng may là ăn chùa ))
bạn nào khoái đồ nhập,lười trả giá thì cứ vào đây thôi,chất lượng khá đảm bảo :D",4
127,"Hôm trc có ghé qua Joly 1 lần và ghiền luôn tới giờ. Không gian bên trong sạch.sẽ, thoáng, sphẩm sắp xếp ngăn nắp, đẹp vs nhân viên nhiệt tình. Thực phẩm trg Joly rất đa dạng và tươi ngon, có vài loại sản phẩm ngoại nhập hay hay đẹp mắt mà ở mấy siêu thị thường khó kiếm được như bánh phomai Hàn Quốc, coffee của Starbuck, mochi, blueberry tươi,... nhìn chỉ muốn mua hết về.",4
128,"Joly mart trên đường Yên Bái. Siêu thị to, rộng rãi với màu vàng bắt mắt, nằm ở trung tâm thành phố nên khá hút khách. Hàng hoá khá đa dạng và phong phú, hơi hạn chế về đồ tươi. Tuy nhiên giá cả ở đây thì mắc dã man. Mình hay mua vật dụng làm bánh, nghe bạn giới thiệu ở đây có bán thì cũng tí tửng lắm nhưng nhìn giá xong là hết hồn, đắt gấp đôi gấp ba, được cái pure vanilla thì lại rẻ hơn tận mười mấy nghìn. Đây là cảm nhận của mình thôi, hàng hoá được mà tiếc cái là giá mắc quá, chắc chỉ đến mua vani thôi hihi.",3
129,"Mình là mình thích đi siêu thị mua đồ lắm vì đỡ mất công trả giá và đồ thì thoải mái lựa. 
Đồ trong siêu thị này khá ngon và chủ yếu đồ nhập nên mình rất thích. Và dĩ nhiên giá đồ nhập thường giá cao hơn những sản phẩm bình thường khác, bánh kẹo hay trái cây của siêu thì này rất ngon. Trái cây chủ yếu nhập từ Mỹ, Nhật và Hàn. Còn bánh kẹo và các thực phẩm khác chủ yếu của Nhật, Malaysia, Pháp...",4
130,"Mình thường xuyên đi siêu thị này, thức ăn và trái cây ở đây rất ngon có nhiều loại thức uống của hàn quốc, socola mỹ, trái cây nhập ✌🏻️✌🏻",5
131,"Đà Nẵng là thành phố du lịch cũng như ngày càng đông dân cư nên các siêu thị hay trung tâm mua sắm cũng dần dần mở ra để phục vụ cho mọi người mua sắm. Mình cũng hay đi siêu thị vì cảm thấy khoẻ khi cứ thế vào lựa đồ thoải mái, những siêu thị như thế này có đầy đủ đồ ăn, trái cây, đồ hộp và cả đồ dùng gia đình...
Siêu thị này là siêu thị tư nhân mới mở ngay đường Yên Bái rất khá tiện vì xung quanh đây có công ty, trường học và cũng ngay trung tâm. 
Siêu thị tuy không phải quy mô lớn nhưng cũng khá đầy đủ đồ dùng cũng như thức ăn, mình lượn lờ mua vài thứ thì thấy siêu thụ chủ yếu bán đồ nhập khẩu từ Nhật, Thái, Đức, Hàn...đồ ăn khá đa dạng.",4
132,"Vincom center là siêu thị mua sắm lớn ở Đà Nẵng. Là nơi thu hút đông khách du lịch các nước tới thăm quan và mua sắm .tầng 1 phục vụ cho khách mua sắm thời trang ,tầng 2 là các dụng cụ đồ dùng gia đình..., tầng 3 và 4 là nơi giả trí ăn uống và xem phim.",4
133,"Nói thật thì lúc đầu cảm thấy ở đây khu vui chơi cho trẻ hơi mắc, cũng tiếc tiếc, nhưng thấy mọi người khen nên cũng ghé chỗ bé 1 lần, đi trứng trong tuần nên ít người chơi, thoáng, có xe cứ hỏa chở đi, phun nước thiệt, em ý còn làm nha sĩ, khoái nhất trò xe điện đụng, được thêm khoảng chơi game miễn phí nên chơi đã ơi là đã mà chắc hôm ấy ít người nên chỗ chơi thoáng không có ai dành ai, các mẹ nên cho b3s tới nhé, đắt nhưng đáng lắm ấy",4
134,"14/2 dắt vợ ghé vincom chơi ngang qua cửa hàng thefaceshop nên mua tặng vợ hộp phấn nước gì đó, họp kèm lõi 700 mấy k lận chát lắm ))",4
135,"Vào siêu thị mua đồ với mẹ thì thấy cái này :p loại này mới ra của celano đây. Có 3 vị tất cả. Mà lúc mình mua chỉ có vị này thôi, vị xoài, hương đào nhẹ nhẹ. Giá là 10k cho 2 em mochi dễ thương thế này hihi. Ăn ngon lắm ấy. Mẹ mình cũng thích nữa. Bột ngoài dẻo, trong nhân kem xoài ngon cực kì luôn, thơm thơm mùi đào nữa. Chao ôi ăn rồi làm muốn ăn thêm ăn hoài :))) thấy ngon và rẻ hơn mochi sweet trên tầng 4 luôn á.
Sẽ tìm thử 2 loại còn lại để ăn :)))",4
136,"Sang chảnh :)))) cực thích đi lượn lờ ở vincom vì toàn hàng hiệu và cao cấp nhìn cực kì thích, cũng tập trung đầy đủ nơi ăn uống và rạp phim, đi mệt mõi chân thì tấp vào uống cà phê, dù đi bao nhiêu lần cũng chả bao giờ thấy chán, chỉ mong chờ nó sale :)))",4
137,"Nơi này tập trung tất cả từ mua sắm tới ăn uống vui chơi tập trung rất rộng sang và đẹp chứa rất nhiều người đầy đủ nhãn hiệu cho đến các nước, dành cho tất cả các tuổi, mình thỉnh thoảng ghé tới ăn uống và dẫn mấy đứa nhỏ tới khu vui chơi, ở đây đặc biệt là bé đóng vai vào các nghề nghiệp mà bé yêu thích, giá hơi cao nhưng mà chơi thoả thích, đóng vai rất thật nào là hoá trang diễn thời trang và có diễn lên sân khấu nữa, công an, bác sỹ, lính cứu hoả đầy đủ hết, nhân viên nhiệt tình hướng dẫn cho mấy em nhỏ 👍.",4
138,"Thích Vincom Đà Nẵng lắm ấy, mọi thứ nói chung là đẹp lộng lẫy, nói chứ thích nhất cái sàn nhà sáng bóng loáng soi gương được luôn ấy chứ. Đồ thì bán đủ thứ, nhìn đẹp mà thấy đồ ăn trong này cũng ngon nữa. Mua đủ thứ ở đây luôn. Lâu lâu phượt nên chi mạnh cho khoản mua sắm, dịch vụ ở đây cũng khá tốt, nhân viên thân thiện, vị trí của vincom cũng trung tâm nên dễ tìm nữa chứ.",4
139,"Tối qua vào tìm để mua đồ .
Đi xung quanh tham quan xem nơi này thế nào 
Thấy bảo vệ rất thân thiện mở cửa cho khách và nhiệt tình chỉ dẫn 
Trong đây hàng nhập từ Mỹ nhiều hơn . 
Đồ tốt nhiều mà vì mới nên đang có nhiều chương trình giảm giá để thu hút khách hàng thân thiết ! 
Vào đây có đem theo cmnd hoặc hộ chiếu được làm 1 cái thẻ , làm xong là có 100k để mua hàng rồi :))))))
Ko tiền cầm cmnd theo cũng mua đồ mang về được . 
Một ng chỉ được 1 lần duy nhất :)))))))
Mà mua hàng điện tử thì cái gì cũng có bảo hành 1 năm hết á !!!",4
140,"Khu vui chơi giải trí này đã tròn một tuổi nên có khá nhiều chương trình ưu đãi, giảm giá từ 30-50%. Ở trong này toàn các thương hiệu có tiếng nên giá cả khá đắt đỏ nhưng nếu có sale off thì cũng cố vợt vài em vì chất lượng rất tốt. Tầng 3 có khu vui chơi cho trẻ em, tầng 4 có sân trượt băng và khu ẩm thực. Các gian hàng ẩm thực khá đa dạng, có đủ các món ăn Việt Nam, Hàn, Nhật và Ý. Giá cả cũng bình thường, không rẻ nhưng không quá đắt, thỉnh thoảng vào chơi cũng ổn.",4
141,"Từ khi có quán sumo bbq thì không giam các quán ăn khác nhỏ đi hẵn, cũng vì thế mà hiện tại các quán ăn ít hơn hồi mới khai trương. Chỗ ngồi cũng hạn chế hơn, tuy nhiên vẫn lịch sự và sạch sẽ như trước. Nhân viên phục vụ dọn dẹp cũng nhanh. Giá đồ ăn khá ổn.",4
142,"Mình dạo gần đây hay đi Vincom mua sắm đồ dùng gia đình và các loại đồ ăn trái cây hay sữa. Cứ giao dịch từ 10 lần trở lên đối với ai có thẻ thành viên là có thể sử dụng điểm tích luỹ để thanh toán được rồi :). Mình đã 2 lần sử dụng điểm để mua đồ cũng khá tiện :). Tuy nhiên đồ trong siêu thị không được phong phú như các siêu thị khác, được cái cách bày trí cố định dễ tìm dễ thấy. Nói chung cũng khá tốt. Tính tiền nhanh hihi.",4
143,"Vincom là một trung tâm mua sắm lớn có nhiều hệ thống tại nhiều tỉnh thành trên cả nước. Không gian ở đây cực kì hiện đại, các gian hàng được bố trí một cách hợp lí chia đều cho không gian 4 tầng lầu. Trung tâm có nhiều cửa hàng, shop thời trang có thương hiệu, rất có uy tín... Ngoài ra còn có hệ thống nhà hàng, quán ăn vô cùng phong phú, thỏa sức cho bạn lựa chọn. Bên cạnh đó trung tâm còn có nhiều trogf chơi giải trí lành mạnh, rạp chiếu phim... Tích hợp tất cả những phương tiện giải trí cho bạn lựa chọn!",5
144,"Đến hôm dịp noel, mà đến tận hôm nay mình mới dùng Foody, mọi thứ nơi đây đều hoành tráng đặc biệt có quán ăn hàng quốc rất ngon, xem phim thì khỏi chê, tuyệt.",5
145,"Thích vào đây đi sắm đồ vs ăn uống, nhìn có vẻ sang chảnh lắm :)) có điều hồi đầu ghét cái bãi giữ xe kinh luôn, nghĩ sao bắt họ tắt máy dắt bộ, xe số còn đỡ chứ mấy xe ga, chị em bánh bèo, váy áo xúng xính mà bắt dắt, có lần mình chở mẹ đi. Đến chỗ để, mình để xe hơi xiên, ko đx thẳng hàng chút thì "" lão"" bảo vệ hét lên, mặt hung tợn, bắt mình tự sửa laii vị trí cái xe, thiệt chứ ko biết sắm bảo vệ để dắt xe cho khách hay để quát khách nữa. Ko nghĩ trung tâm mua sắm mà lại có nhân viên như vậy, thua xa Big C ạ. Thời gian đầu, lúc vô Vinmart thì khâu bọc túi xách cũng quá kém, nhân viên đông nhưng lo nói chuyện, ko thân thiện. Rất mất cảm tình về khâu nv của Vincom -_-",4
146,"Cuối tuần là thích đi Vincom chơi và mua sắm. Lần này cũng vậy nhưng chỉ mua bia là bia hihi. Mình thích cách bày trí ở siêu thị này, nhìn gọn gàng và dễ tìm. Tuy không nhiều hàng hoá bằng các siêu thị lớn khác nhưng đồ cũng khá ổn cho mọi nhu cầu thất yếu. 
Tuy nhiên nhân viên tính tiền ít quá nên đợi hơi lâu.",4
147,"Đồ trong này cao hơn bên ngoài, không biết chất lượng có đúng giá hông. Thích ở đây rạp CGV mới, nhìn quá đã, mỗi lần đi coi là cứ phải vô đây mới chịu. Là nơi tụ tập hẹn hò cũng ok",4
148,"Trung tâm mua sắm lớn tại Đà Nẵng bình thường đã đông nay noel nên càng đông hơn. Đi đâu cũng thấy người người đi mua sắm, các cửa hàng đều giảm giá cao đến 50% luôn. 
Mình rất thích lượn lờ trong này. Ngắm đồ thoả thích nữa chứ hihi. Mệt thì có quán cafe, có quán ăn. Muốn xem phim thì có rạp phim. Quá là tiện lợi lại ngay gần nhà mình nữa chứ hihi.",4
149,"Vào đây thì sang chảnh rồi, đồ gì trong này cũng mắc. Mới ban đầu thì thấy đông đúc giờ thì đỡ rồi. Hay ghé tới đây để ẩm thực với thưởng thức mấy bộ phim trên CGV chứ còn mua sắm thì cũng thỉnh thoảng. ĐƯợc cái khang trang vs to lớn mỗi lần có lễ tết ghé vào cũng thõa mãn lắm :))",4
150,"Ăn rồi nhưng vẫn thèm bánh bao nên liền ghé vào vinmart mua bánh bao ăn. 
Bánh nào bánh nấy to quá trời luôn. Nhân nhiều và cũng ngon, vừa miệng ak. 
Bánh mua còn nóng nên mềm ăn rất thích và thơm.",4
151,"Nhà gần Vincom nên rất tiện ghé đây vừa đi chơi vừa mua sắm lại tiện ăn uống, xem phim luôn. 
Trời mưa gió như hôm ở nhà thì buồn đi chơi xa xa tí lại nhác nên chỉ cần đi bộ từ nhà đến Vincom có chút xíu. 
Dạo này gần cuối năm nên các cửa hàng tranh nhau giảm giá nên lượng khách đến Vincom khá nhiều. Mình thì lượn lờ chơi với xem phim ăn uống chứ ít mua sắm hihi. Ở đây có nhiều thương hiệu từ trung cấp đến cao cấp nên khách có thể lựa chọn mua sắm vừa túi tiền. Khá thích hợp cho tất cả tầng lớp khách hàng. Lại rộng rãi nữa chứ. 
Mình vẫn rất thích đi xem hàng hoá tại các cửa hàng trong này hihi.",4
152,"Một trong những trung tâm thương mại phức hợp khá lớn ở Đà Năng. Mình vôn thích những trung tâm mà có thể vừa mua sắm, ăn uống, vui chơi mà kiểu hiện đại như vầy nên khi vincom ra đời mình ghé hoài luôn. Mình thích nhất là khu ăn uống ở trên tầng 4. Đồ ăn thật sự chất lượng và toàn những thương hiệu tên tuổi. Riêng khu siêu thị phía dưới cũng khá hiện đại. Giá cả cũng rẻ hơn khá nhiều so với hệ thống với các siêu thị khác.",4
153,"Vincom là 1 chuỗi trung tâm thương mại lớn có tiếng đã có mặt ở các thành phố lớn. Và bây giờ là DN . 
 
Nói về DN , chắc cũng do lượng cầu ko nhiều ko đa dạng nên tất yếu lượng cung cũng ko thể đầu tư mạnh . 
Nói thẳng ra, đi mua đồ hiệu ở DN thì chắc đỏ mắt mới tìm được mẫu ưng ý, mà có hiệu j nổi tiếng đông khách thì có mặt ở DN đâu . Mà nếu có thì cũng lèo tèo vài mẫu , mà là mẫu ko được mới nữa mới nhọ . 
Tóm lại, để sắm 1 món đồ có giá trị , thì DN đến bây giờ vẫn chưa có đúng chất 1 cái gọi là Mall",2
154,"Vì ở khá xa nên ít xuống. Chỉ xuống khi gia đình vào thăm rồi dẫn ba mẹ đi ăn đi chơi.
Nói chung là cực kì sạch sẽ, nhà vệ sinh cũng tương tự, điều hòa cứ gọi là mát lạnh.
Giá một số mặt hàng ở vinmart rẻ hơn so với bigc. 
Khu food count nhộn nhịp nhưng vẫn luôn sạch sẽ, giá cả chấp nhận được, không quá sang chảnh.
Đặc biệt là i love vincom vì ở đây có Boo :v hồi trước mê đồ Boo mà luôn phải đặt về lại k săn được giảm giá. Tầng 2 có gian hàng thiết kế của Dottie, giá hơi đắt nhưng chất lượng tốt và kiểu dáng lạ. Đến vào dịp sale săn được đồ cực thích.",4
155,"Từ ngày khai trương đến giờ chỉ vào Vincom 1 lần duy nhất. Trước tiên store vẫn chưa full. Còn trống trải. Chưa có gian hàng nào làm điểm nhấn. Ăn uống cũng không đặc biệt. Mua sắm thấy có Lemino được nhiều người ghé thăm. Còn lại toàn hàng tầm tầm, vẫn k gây được sự chú ý lắm. Nhìn tổng chung vẫn thua xa Vincom Sài Gòn vì xây dựng hơi sơ sài, chưa thực sự đầu tư lắm. Thấy có tầng hầm giữ xe là đẹp nhất à :(",4
156,"Tính em ngại chen lấn xô đẩy nên giờ mới dám đi ngó nghiêng cái vin côm xem sao các bác ạ )) 

Vì mới nên mọi thứ đều sáng sủa sạch sẽ hehe , không gian bài trí tốt từ trên xuống dưới. Có cái là vincom đà nẵng khá nhỏ so với hà nội cảm giác chỉ bằng 1/10 thôi, các gian hàng ăn uống chơi nhởi nhiều thích hợp cho cả gia đình vào dịp cuối tuần,bác nào có gấu dẫn vào cũng ổn nốt nhưng khi đi nhớ trang bị nhiều đạn tí vì trung bình các đồ ăn thức uống ở đây là 50 nghìn trở lên cả [^.^] 

Cuối cùng xin cảm ơn bác Vượng và tập đoàn Vingroup đã đồng hành cùng em trong bình luận này ))",3
157,"Lượn lờ mua đồ dùng gia đình trong siêu thị của Vincom một hồi thấy đói quá nên ghé vào khu ẩm thực tại đây kiếm gì ăn nhẹ chút. Trong này có đầy đủ các món từ bánh mì đến cơm, mỳ, pizza, thịt gà....
Nhìn quanh cũng thấy nhiều khách mua đem về hay ăn tại chỗ. Khu này cũng có một phần siêu thị đặt bàn ghế đàng hoàng cho khách ngồi ăn, có chỗ rửa tay sạch sẽ ngay cạnh. 
Muốn ăn thì khách có thể tự lựa chọn rồi thanh toán tại chỗ xong có thể đem về hoặc lại bàn có sẵn để dùng. 
Mình chọn một phần gỏi và một phần bánh hỏi thịt heo quay. Khá rẻ và đồ ăn tương đối ổn.",4
158,"Không gian đẹp ,sang trọng,mấy hôm khai trương đi giờ nào cũng đông nghẹt...",4
159,"Địa điểm khá gần trung tâm khi ở gần sông Hàn,không gian xây dựng hiện đại và đẹp, nhưng về tổng diện tích khá nhỏ so với Parkson hay Indochine. Có nhiều phần trang trí như lồng đèn và đèn đẹp mắt thích hợp với chụp selfie. Có nhiều shop khác nhau như couple tx, addidas,ecco hay có siêu thị vinmart. Trung tâm mua sắm có rạp chiếu phim cgv hay sân trượt băng hay food court với nhiều món ăn khác nhau ở tầng 4 là nơi lý tưởng để chơi đùa với bạn bè. Tuy nhiên lúc 22h khi ra về lấy xe ở bãi giữ xe rất khó khăn và mất khoảng hơn nữa tiếng vì số lượng khách hàng và nhân viên về mà chỉ có 2 trụ quẹt thẻ nên đợi khá lâu và mệt mỏi",4
160,"Theo mình thấy thì Vincom là siêu thị đẹp nhất Đà Nẵng lun ấy. Nhìn bên ngoài, cấu trúc kính sáng bóng, sang lắm lun. Tuy hàng hóa không đa dạng như BigC hay Lotte nhưng khu ẩm thực của Vincom thì khỏi nói lun. Tuyệt hơn ở các siêu thị khác nhiều. Cửa hàng nào cũng đẹp, nhìn ngon mê ly. Cửa hàng nào mình cũng thích vào cả. Gogi, highlands, jollibee, Al Fresco's hay bánh mochi ...tất cả đều tuyệt cả !!! Lại còn cả khu ẩm thực Food Court nữa, đầy đủ vị ^^ Mình rất thích !!!",4
161,"Vincom thì chắc làm nên thương hiệu rồi nhỉ
Không gian quá đẹp, vị trí Riverside nữa. 
Ngày khai trương đông như trẩy hội :)) 
Mua hàng hiệu mà đến đây thì quá hợp lí. 
Bãi đậu xe thì không cho khách chạy xe vào mà phải dắt bộ nên hạn chế được rất nhiều khói thải, mình rất thích điều này",4
162,"Khu trung tâm mua sắm mới mở ở đà nẵng, nói chung phong cách phục vụ từ giữ xe đến gác cổng mở cửa khi mình vào. Mùa hè vào đây thì cực kì thích mát mẻ lại có quán ăn quán nướng từ kiểu xì teen đến sang chảnh. Nói chung là khá ok.",4
163,"Qua tuần khai trương nên Vincom cũng vơi bớt, phần nữa mình đi vào tầm 7-8h nên vắng ngắt luôn. Cảm nhận đầu tiên là không gian sang chảnh, có nhiều thương hiệu nổi tiếng như adidas, ecco, casio, lemino, v...v... vì thế nên giá cả trên trời cũng không ngạc nhiên lắm. Chỉ hơi sốc với cửa hàng Bò Sữa, quần áo bình thường, chất vải bình thường nhưng mà mắc dã man, một cái áo với ba chữ VCL mà tận 320k eo ơi kinh. Không thể không kể đến Vinsmart, ở đây mình ưng nhất là gian bánh, có anh của mình làm ở gian này nè, giá bánh cũng rẻ mà ngon nữa. Còn các hàng hoá khác cũng tựa tựa như big c nhưng ít hơn, không đa dạng như bên big c, giá cả cũng thuộc loại tầm tầm không rẻ nhưng cũng không đắt. Mình mới dạo vòng vòng tầng 1 và 2 nên chỉ biết thế thôi. Chưa kịp lên các tầng trên với khu đồ ăn đồ uống sang chảnh cũng chưa được trải nghiệm CGV hạng A. Nhất định lần tới sẽ đi hết!",4
164,"Mới khai trương nên đông dễ sợ. Lúc nào cũng chật cứng.
Ở đây có đủ loại ẩm thực. Sân trượt băng, cgv và cả Highland nữa. Có nhiều hãng thời trang nổi tiếng nhưng giá thì tất nhiên là phải cao rồi.
Mát mẻ, không gian đẹp.
Bất tiện là nhà giữ xe phải dắc bộ ra vào. Hix",4
165,"Trung tâm mát mẻ, không gian đẹp và sang trọng ... Món ăn đa dạng với nhiều thực đơn quầy ăn nhà hàng trà sữa phong phú.",4
166,"Hôm qua khai trương không đi được nên hôm nay cùng mẹ đi cho vui. Tổng quan trung tâm thương mại có 4 tầng á. Thích nhất không gian tầng 2,3 khá là nhiều bức tranh tường đẹp á. Mình có ghé vào siêu thị vinmart, giá cả cũng tương đối thôi, cũng có nhiều đồ rẻ hơn bên ngoài. Lên tầng 4 mình và mẹ ghé quán magic pan uống nước. Gọi 2 ly trà sữa apple pie và 1 ly trà đào ô long. Trà sữa thơm đậm đà mùi táo kết hợp béo béo vị sữa uống khá là ổn, duy trà đào sao nhạt quá, không thơm mùi đào á, được 1 miếng đào nguyên nho nhỏ còn lại là đào mềm nằm hết bên dưới á, Uống không ngon, giá mỗi ly 45k luôn á. Sau đó 2 mẹ con cũng ghé quán tôi yêu sài gòn mua 2 phá lấu bò, 1 bánh canh giò heo, 1 nui giò heo. Phá lấu nước khá ít nhưng ngon ổn, ăn dai dai. Bánh canh sợi bột gạo ăn rất ngon, nước dùng ngon ngọt đậm đà. Nui ăn cũng ổn hết á. Nhân viên khá đông nhưng khách nhiều quá nên hơi rối, suýt nữa gói thiếu 1 phần phá lấu cho 2 mẹ con. Tổng cộng đồ ăn hết 211k nhưng do trúng voucher 100k cho hóa đơn 200k nên được giảm giá, ngoài ra quán cũng tặng kèm 4 ly mountain new cho mỗi hóa đơn 50k trở lên.",4
167,"Vị trí ngay dưới cầu sông Hàn, không gian rộng rãi với 4 tầng. Mỗi tầng lại có một khu dành riêng cho các tín đồ selfie. Có khu toilet riêng, lối vào trang trí hiện đại. Vì mới khai trương nên mọi thứ đều mới và sạch sẽ. 
Đi trúng dịp khai trương nên người rất đông, Vincom lại không thông báo chính xác giờ mở cửa, bọn mình đến lúc 9h kém mà phải đợi đến 10h kém mới được vào, trong tình trạng chen lấn và xô đẩy. 
Ngày đầu khai trương nên vào khu siêu thị VinMart được thử món miễn phí, được chụp ảnh miễn phí ở tầng 1, nhiều quầy hàng có chương trình chơi game nhận quà và nhiều ưu đãi khác. 
Cũng vì mới khai trương nên còn khá nhiều điểm mình không ưng ý, như việc không có túi nilon bọc những túi xách nhỏ cho khách, bắt mình với con bạn phải cầm cả ví, điện thoại và máy ảnh đi khắp, không thoải mái chút nào: nhà vệ sinh không có máy hong khô tay, vòi nước phải tự mở chứ không phải tự động,... 
Lần đầu tiên thấy khu trượt băng bằng chính mắt mình nên nhìn rất thích, tuy nhiên phí vào chơi rất mắc, cũng không biết trượt nên đành đứng ngoài nhìn :'(
Tầng 4 thì đúng là thiên đường ẩm thực, đa dạng các món, các quốc gia từ Việt, Thái, Hàn, Nhật, Trung, Ý. Bọn mình thử bánh Mochi đầu tiên, mỗi chiếc 30k - khá mắc nhưng bù lại, chất lượng miễn bàn, nói chung là mình chưa ăn món bánh nào ngon đến vậy. Bánh nho nhỏ, xinh xinh nên phải thử hết tất cả các vị mới vừa cái bụng, cực kì bấn vị trà xanh nhé.",4
168,"Nằm trong trung tâm thương mại thuộc hàng sang chảnh của Việt Nam nên khu ẩm thực ở đây cũng rất hoành tráng và đẹp. Ở đây gồm nhiều thương hiệu ăn uống sang chảnh và có tiếng như Gogi House, Al Fresco's, Mochi Sweets, Isushi, Drink bar, Jolibee...",4
169,"Nằm trong trung tâm thương mại thuộc hàng sang chảnh của Việt Nam nên khu ẩm thực ở đây cũng rất hoành tráng và đẹp. Ở đây gồm nhiều thương hiệu ăn uống sang chảnh và có tiếng như  Gogi House, Al Fresco's, Mochi Sweets, Isushi, Drink bar, Jolibee...",4
170,"Chợ Đêm Helio là một khu vực vui chơi ban đêm ko thể thiếu của giới trẻ đà nẵng và khách du lịch nhé. Bạn mình ở xa đến chơi dẫn đến đây ai cũng thích, kiểu như chợ đêm đặc trưng đà nẵng vậy.
Cơ mà trang trí thì đẹp, còn đồ ăn thì chưa đa dạng cho lắm. Mình đi lướt các giang hàng thì chỉ ăn đc vài món thôi. Hy vọng bên ban tổ chức kiếm thêm nhiều gian hàng 1 chút thì đẹp
À ở đây ngày lễ thường có***nhạc múa lân các thứ. Noel trang trí cũng đẹp lắm nhé.",4
171,"Muốn ăn vặt mà chưa đi chợ đêm Helio là hơi tiếc đó nha.
Đủ các loại đồ ăn từ Tây sang Tàu từ ngoài quay ngược về trong nước: gỏi cuốn, bánh tráng nướng Đà Lạt, kimbap, tokbokki, cơm trộn, bánh tráng trộn, ốc các loại, nướng các vị, thịt xiên, gỏi Việt, bánh cuốn thịt nướng, bánh xèo, bún thịt nướng, bún bò, mỳ quảng,... (kể hoài chả hết)
Ki đã thử vài món ở đây rồi ngon đó, giá cả cũng vừa phải. Tụ tập bạn bè ăn uống tám tít bên tiếng nhạc xập xình vui phết ra. 
Không tin được ở đây 2 năm Ki mới đi Helio lần đầu, phải chăm dạo mới được.",5
172,"Chợ đêm helio đà nẵng , cuối tuần là cực đông luôn , chợ đêm bán đa dạng gì cũng có , quần áo , giày dép , đồ ăn thì gì zì zi cũng có hết bánh tráng nướng , ốc hút , bánh xèo , đồ nướng , trà sữa , nước mía ... đồ ăn thì siêu rẻ , ăn no nê mà chưa tới 100k , có nhiều góc sống ảo hơi bị đẹp luôn , mình thấy khách du lịch đà nẵng thường hay ghé chợ đêm , ai chưa đi thì nên đi lượn một lần sẽ không hối hận đâu.",4
