 ,Review,giai_tri
108,"Gần nhà, giá rẻ hơn xí nên vẫn thường xem phim ở đây.
Ấn tượng vẫn là không gian rộng, màu sắc sặc sỡ đẹp nè. Sắp xếp, đánh số rạp dễ nhìn, nhân viên toàn mấy anh đẹp trai thôi ^^ được nghe nhạc lúc chờ tới giờ chiếu.
Kết cái nữa là WC, sạch sẽ, khô ráo, thơm, vẫn được nghe nhạc đều đều.
Sẽ còn quay lại dài dài :)",4
109,"Rạp phim gần nhà mà mãi đến giờ mới test . 
Rạp nào mở sau rạp đó đẹp 😂 Đúng là đẹp nhất , thoáng nhất, sang nhất, gế ngồi sướng nhất trong tất cả các rạp phim hiện nay đang có ở đn . 👍",5
110,"Hôm rồi có cái voucher nên tính đi xem cà ri dê mà họ không cho dùng nên đành coi alien
Mà phim gì không quan trọng.
Thấy chất lượng phục vụ ở rạp phim này khá là thoả mãn.
Khi mua vé thì vắng còn khi xem phim ra thì đông như hội.
Rạp mát mẻ, sạch, hậu cần đội ngũ dọn dẹp rất vui tính ^_^
Ghế ngồi thoải mái dù phim rất lâu nhưng hông mỏi.
Âm thanh hơi lớn.
Màn hình cong được đồn đoán xem phim chất lượng hơn nhưng riêng bản thân chả thấy gì
Sẽ quay lại!",4
111,"Lâu lắm rồi mới quay lại đây.
Đang có khuyến mãi giảm 20k bắp nước hay 10k bắp nước tuỳ option.
Vé 60k/1 và mua 2 tặng 1
Có nhiều quầy phục vụ vé nên thành ra không mất quá lâu để book chỗ ngồi.
Không gian rộng có nhiều ghế chờ.
Nhưng vẫn sắp xếp giờ chiếu chưa hợp lý nên lại phải đợi hơi lâu trước khi vào phòng chiếu.
Bắp thì ôi thôi miễn bàn 64k
Chất lượng thì không chê vào đâu được.
Bắp không quá ngọt, ăn không ngán, ăn đến nửa phim mà vẫn còn và bắp không hề có hạt nguyên.
Phòng phim ghế ngồi rất là ổn.
Âm thanh còn lớn.
Rất là ổn.
Sẽ quay lại",4
112,"Lễ đi xem GUARDIANS OF THE GALAXY VOL.2 nè. Thấy vắng hơn mọi hôm. Vì lễ nên giá vé cao hơn mọi khi 70k/vé lận. Mua trên 2 vé được tặng Movie Voucher. 
Bắp phomai ăn khá ngon, thơm và ngọt vừa. Phòng chiếu rộng, rạp 6 ghế ngồi thoải mái (lúc trước ngồi rạp 5 ghế đau cổ dã man). Đường vào rạp hơi tối nên nhân viên soi đèn mình đi luôn.
Rạp thoáng, sạch sẽ. Màn hình rộng, hệ thống âm thanh ổn.
Dịch vụ siêu tốt, nhân viên tận tình.
Thường xuyên cập nhật những chương trình khuyến mãi cho member. Sẽ xem phim ở Galaxy nhiều.",4
113,"Giờ mới có dịp quạy lại rạp galaxy cinema đà nẵng để muốn ôn lại kỷ niệm những ngày đi xem phim cùng với những người bạn. Giờ mỗi tháng có nhiều nhân viên cskh rạp cũng thấy ok lắm, không có gì để đặc sắc nỗi trội, vẫn còn chút mơ hồ công việc đang làm, nhân viên tư vấn cho khách hàng các bộ phim sắp tới không nói tới, và quầy bắp nước cũng thay đổi chút hương vị thức uống và món ăn cũng khá là ngon và ok lắm đó. Chắc sẽ có dịp ghé lại thôi.",4
114,"Bữa coi fast & furious bên này ^^ Gần nhà, về khuya cũng đỡ sợ. Phim hay, âm thanh trong rạp sống động. Bữa đi coi ít teen nên cũng đỡ. Ngán nhứt đi coi phim mà trúng mấy em teen nhiều là thôi, ồn ko chịu nổi. Mà phim ni hay lắm lun. Chắc tuần sau rảnh đi coi lần nữa quá :D",4
115,"Đi xem phim galaxy khá nhiều lấn , vì mình có thẻ nên cũng được giảm và tặng quà các thứ , rạp okay , chuẩn , bắp nước vẫn hơi nhỏ . Nhân viên phục vụ tốt , thân thiện , chắc đi xem nhiều nên nhân viên nhớ mật luôn ý , mình nghĩ nên nâng cấp size của bắp nước lên to hơn , giá cả v thì okay rồi . Nói chung mọi thứ đều ổn !",4
116,"1 buổi đi xem phim tự phát bất ngờ. 2 đứa chở nhau qa rạp vì nhớ tới cái voucher 27/3 hết hạn mà k đi là uổng. Chạy lên mua vé. Tụi mình đi thứ 5 nên đồng giá 55k. Có voucher chỉ tính tiền 1 vé thôi. 
Sảnh của rạp cực rộng ,thoáng . Ở đây có 7 phòng rạp. Tụi mình xem Kong. Cũng là coi thời gian sau nên rạp cũng k đông lắm. Màn hình cong, coi cực sướng. Âm thanh 7.1 nữa, nghe mà phê lắm luôn. Phim cũng hay.
Nhân viên rạp dễ thương, vui vẻ. Mọi thủ tục liên quan đều nhanh gọn lẹ. 
Rạp gần nhà nên cũng sẽ tranh thủ đi .",4
117,"Từ khi galaxy ra đời thì mình đã chuyển hẳn qua đây, không xem mấy rạp khác, đến galaxy từ ngày đầu khai trương, thật sự ngạc nhiên vì độ rộng và đẹp của rạp, ko nghỉ ở coopmart có rạp đẹp như vậy vì lúc trước ở đây khá sập sệ, rạp theo tông màu cam khá bắt mắt, nhân viên thân thiện, thủ tục nhanh, rất thích bắp ở galaxy, thật sự rất ngon, có lẽ ngon nhất trong các rạp ở Đà Nẵng lun ấy,rạp chia thành nhiều phòng nên mỗi phòng cũng khá nhỏ, rạp ở galaxy dùng màn hình cong, xem rất sướng mắt, rạp h còn kết hợp với Mgilf, lâu lâu nhận được mã giảm 30k nên đi xem phim ngày t3 chỉ còn 20k, quá tuyệt, quán gần xịt nhà nên chỉ cần đi bộ là đến, nên chả cần đi rạp nào khác:))",5
118,"Rạp phim Đà Nẵng tuyệt vời nè. Xưa là CGV độc tôn, giờ có Galaxy bỏ luôn CGVrồi hahaha bởi vì thứ nhất là di thuận lợi ở điện biên phủ nè, thứ hai là không gian rạp rộng gấp 3 lần CGV luôn ngồi đã lắm, 3 là không gian thiết kế sang chảnh, đẹp đẽ, hiện đại và có nhiều chỗ sống ảo. thứ 4 là giá rẻ hơn CGV hay Lotte lại còn có nhiefu ưu đãi nữa chứ hihih quá tuyệt vời luôn ấy <3 Ở đây bắp nước giá cũng như rạp khác, có nhiều compo lợi, không gian rạp rộng rãi, chỗ ngồi êm ái thật sự là chỗ xem phim quá tuyệt vời luôn <3",4
119,"Hôm thứ 4 vừa rồi được off ở nhà rảnh rỗi nên đi xem phim, sẵn tiện đi xem Kong luôn :). Thấy rạp này gần nhà với lại đi coi thử cho biết sẵn tiện review xem thử như thế nào. Đầu tiên thì rạp có sảnh rộng, sáng sủa, sạch sẽ, nhận viên thì cũng dễ thương, bắp nước và giá vé cũng rẻ. Phim chiếu đúng giờ hay do mình đi trúng giờ quảng cáo ít, ghế ngồi trong rạp thì thoải mái, phần tựa lưng ngồi rất thích, nhưng bất tiện là rạp chỉ có 1 lối lên ngồi trong phòng chiếu và lối đi từng hàng ghế hẹp, mình không biết mấy phòng chiếu còn lại như thế nào, rạp sử dụng màn hình cong, âm thanh 7.1 nhưng nó không sống động cho lắm.",4
120,"Galaxy Cinema hay có nhiều chương trình ưu đãi đặc biệt cho thẻ thành viên Gstar lắm. Tặng voucher, coupons nhiều lắm nên mình khá ưng ý. Rạp hơi nhỏ tẹo, ghế ngồi hơi khó chịu, mỏi cổ cực kì, kiểu ghế dựa phần đầu cao hẳn làm khoảng giữa cổ với ghế có khoảng trống nên mỏi lắm. Dịch vụ khỏi chê luôn nha, siêu lịch sự và thân thiện, tư vấn nhiệt tình. Mình thấy bắp ở đây ngon hơn mấy rạp khác, hôm mình đi mình mua combo 2 là 1 bắp với 2 nước có giá 69k, được tặng thêm phần khoai tây chiên. Bắp rất thơm, ngọt vừa phải. Khoai tây chiên cũng tuyệt lắm. 
Mua 2 vé xem phim được tặng movie voucher nè. Nói chung khá ok.",4
121,Nhân viên tận tình phục vụ 😂 Cách xử lí và làm việc nhanh nhẹn @@ Tôn trọng khách hàng ... Giá cả hợp lí :> Bắp nước khá là oke )) View đẹp ngoài đi coi phim thì còn có thể sống ảo tại đó luônn 😂 Giá cả hợp lí ...,4
122,"Hôm nay có hứng coi phim. Định đi coi Bạn gái tôi là sếp lâu rùi mà giờ mới sắp xếp đc. Vé cuối tuần 65k. Mua 2 vé đc tặng Voucher free 1 vé. Hihi
Phim zui, chứ ko hay lắm. Chấm 6/10
Rạp ok. Mỗi tội cái ghế sao mà về mỏi cổ dễ sợ :( 
Nhân viên nhiệt tình, vui vẻ",4
123,"Biết đến galaxy cũng lâu rồi mà lần đầu đến đây, thấy hơi ngợp vì không gian rạp rộng lắm luôn, tại hay đi bên cgv không thấy không gian nào rộng hơn vậy, có 2 quầy thanh toán bắp nước và vé riêng nên rất tiện cho việc chọn lựa, galaxy cũng có nhiều chương trình ưu đãi nữa, em mua 1 vé mà được tặng 1 vé do có voucher, vé e xem hôm chủ nhật là 60k, tóm lại 2 đứa coi có 60k quá rẻ luôn, nhân viên thì thân thiện, rạp thì chỉ có 1 đường lên hơi bất tiện xí, nhưng có màn hình cong thì xem quá đỉnh luôn",4
124,"Hay đi ở đây . Vì giá khá vừa túi tiền học sinh . View cũng đẹp , có ghế đôi các thứ . Có cả t3 vui vẻ và ngày khuyến mãi cho g- star vào t5 hàng tuần , nhân viên cũng nhiệt tình , thân thiện . Tuy nhiên , ghế ngồi không thoải mái , nói cách khác là quá nhỏ ))) . Bắp và nước ăn không đã lắm .",4
125,"Hôm nay đi xem phim tết nè~ Hôm nay mình xem Tây du ký-ngoại truyện. Phim cũng bình thường, rạp khá đẹp, lối vào hơi tối. Mình thích dịch vụ ở đây, rất niềm nở. GC thường xuyên có nhiều chương trình ưu đãi với thẻ thành viên, mình mua 2 vé được nhận 1 bao lì xì và 1 movie voucher. Trong bao lì xì có nhiều mini voucher ưu đãi khác rất ổn. Giá vé xem phim Tết chỉ 70k thôi. Những rạp còn lại 90k lận. Có thẻ thành viên có thể tích điểm đổi quà, 1 lượt tích điểm xem phim hay bắp nước là 3 điểm, tùy theo mức điểm có thể được nhận 1 bắp hay nước.... Ngoài ra mình thấy bắp phomai ở đây có vị khá khác biệt, nó thực sự thơm ngon làm mình bất ngờ. Các gói combo cũng ổn tầm 53k là 1 mini combo, 69k là 1 combo 1 bắp vừa và 2 nước..... Mình nghĩ sau này sẽ đến GC xem thường xuyên ~ rất tuyệt nha.",4
126,"Trước đi xem phim toàn phải xuống CGV xem, chừ có Galaxy nên thấy tiện hơn nhiều. Bố trí không gian ở đây rất thoáng, nhân viên nhiệt tình nên rất thích.",4
127,"Trước đây muốn coi phim thì đi hơi xa chút. Nay gần nhà có galaxy rồi nên cũng thuận tiện hơn.
Mấy ngày mới khai trương cũng tranh thủ đi xem cho biết.
Rạp phim rộng, lớn, khu vực mua vé , bắp nước ngồi chờ cũng rộng rãi. Tuy nhiên rạp thêm ít ghế nữa thì ok hơn.
Phòng phim cũng qui mô, hiện đại, ở đây sử dụng màn hình cong. Chất lượng âm thanh tốt. Có điều sự sắp xếp ghế liền 1 hàng, ko chia ra làm 3 dãy như những rạp khác nên lúc đi qua sẽ đụng người ngồi. Hơi bất tiện chút.
Giá cả cũng tương đương. Thứ 3 giá rẻ. Nhân viên dễ thương, thân thiện.",4
128,"Cũng xem ở galaxy nhiều lần rồi, thấy ở đây không gian thoải mái. Chăm sóc khách hàng, nhân viên cực kì nhiệt tình.
Ghế ở rạp ngồi thoải mái. Ngồi vị trí nào cũng thấy đc hết màn hình, kể cả ngồi dãy A.
Hôm nay mình đến đúng dịp sự kiện thứ 2 đầu tháng. Xem thả ga với giá vé đồng nhất 45k cho tất cả các phim 2D. Ngoài ra trong ngày này, khách hàng còn đc refill 1 lần miễn phí tất cả các phần bắp nước và combo.
Kiểu này chắc đầu tháng nào mình cũng đi xem :).",4
129,"Đến nhiều lần tới rạp galaxy cinema đà nẵng vẫn thích ngồi góc cheking film cho em gần anh một chút bởi vì demo trang trí rất là đẹp và cầu kì lắm, làm cho ai nấy cảm thấy vô cùng thích thú không giạn ở rạp galaxy cinema. Nhiều chương trình khyến mãi đi kèm làm cho khách phải chọn lựa cũng là một mạnh vừa là điểm yếu ở nơi đó. Nhưng chính vì nơi đó rạp lại đầu tư chất lượng màn hình điện ảnh rộng và âm thanh sống động rõ nét. Giá vé vẫn ổn định hơn và thích chương trinh mua hai ve cộng mua combo 2 được tặng vé xem phim, nghe thôi đã thích rồi!.",4
130,"Đã nhiều lần tới rạp cinema galaxy đeu ngửi thơm của mùi bắp và nước uống toả ra thơm nồng, chăm sóc khách hàng tốt là biết tư vấn lựa xem phim cho khách hàng và chỉ dẫn khách hàng tận tình, galaxy cinema tuyển chọn nhân viên đẹp trai thanh nữ tú không à, giá vé xem phim đều ở mức trung bình và ngồi hàng ghế vip mà không cần phải bỏ thêm tiền thêm để có ghế vip như vậy không giống như ở Cgv và lotte cinema mà mình thường hay đi xem phim ở đó, sẽ còn một dịp khác lại ghé rạp galaxy cinema đà nẵng một lần nữa !.",4
131,"Lần đầu đi galaxy mà ưng quá ạ. Rạp mới nên rộng rãi thoáng lắm. Mình đi vào thứ 2 đầu tháng nên vé cũng rẻ nữa có 45k mà còn dc refill 1 lần bắp nước nên ăn bắp no nê luôn. Bắp caramel ngon lắm, đậm vị hơn bên cgv còn bắp ngọt bình thường thì ko bằng. Giá bắp nước cũng ngang ngang cgv. Âm thanh, hình ảnh, máy lạnh đều ok. Chỉ có bất tiện là lối đi lên hàng ghế chỉ có 1 bên nên phải đi vòng. Nhân viên thân thiện nhiệt tình, nhà vệ sinh sạch sẽ.",4
132,"Giờ mới có dịp qua lại rạp galaxy cinema đà nẵng để thưởng thức những bộ phim hay của mùa đông noel này, và galaxy cinema trang trí không gian demo theo tựa bộ phim thật là đẹp, chắc đây là nơi lý tưởng cheking ngày lễ làm tăng sự vẻ đẹp của rạp galaxy cinema, và nhân viên bán vé,soát vé...ngày càng làm việc thật làm việc chuyên nghiệp hẳn ra và không còn vấp phải lỗi nhỏ nào nữa, giờ galaxy cinema đà nẵng có nhiều chương trình khuyến mãi mà nhiều bạn chưa tham gia hoặc chưa các bạn trẻ chưa biết về chương trình này, mình thich nhất chương trình.p ngày tri ân và được free rèill bắp nước nữa đó !.",5
133,"Giờ mới có dịp lại ghé thăm rạp galaxy cinema giờ thấy nhân viên làm việc ngày càng chuyên nghiệp lên hẳn, chắc nhờ có lẽ đó từ những lời nói góp ý từ phía khách hàng mang lại cho rạp galaxy cinema không sự cải tiến về mặt chuyên môn, cũng như công việc của mỗi nhân viên chăm sóc khách hàng !. Qua đó thấy được nhân viên ở rạp galaxy giờ không còn thờ ơ hay những lỗi khác đã không còn chút xíu lỗi nào đó, thấy nhân viên làm việc mình cảm thấy an tâm giờ đây mình coi phim ở rạp thấy tốt hơn lên,nhưng bên cạnh đó giá combo bắp vẫn còn hơi cao một chút, nên tương lai không biết rạp galaxy cinema có thể thay đổi chút đươc không ?. Hy vọng sẽ còn tái ngộ trở lại với rạp galaxy cinema một lần nữa.",5
134,"Đây là lần thứ N tới rạp galaxy cinema đều cảm mình đang được chào đón một cách nồng nhiệt và thân thiện làm sao và có những việc mình đã quên, đã có một số nhân viên rạp galaxy cinema chủ động báo cho minh và hay nhắn tin mình cho mình có những chương trình khuyến mãi khi múa vé xem phim hay mua bắp nước combo, và tư vấn cách chọn bộ phim thật rõ ràng mạch lạc, thao tác bán vé cũng như bán bắp nước cũng một dần nơi đây làm thành thục công việc rồi, có vẻ galaxy cinema đang dần lấy lại được phong độ tự tin giao tiếp khách hàng thật là trôi chảy, không vấp váp nói chuyện với khách, nhưng mình cảm thấy trang phục rạp galaxy cinema không có đẹp, không thể hiện được sự tươi trẻ của các bạn trẻ ở trong rạp này !.",5
135,"Đã bao lần đi rạp galaxy cinema mà vẫn thấy thích và chất lượng dịch vụ chăm sóc khách hàng tốt, và được các bạn nhân viên trả lời thắc mắc câu hỏi của mình thật chính xác va đúng trọng tâm của câu hỏi, không giống như ở bên rạp starlight cinema thì hỏi một đường trả lời một nẻo !. Tuy vậy nhưng mà rạp cinema galaxy đã ngày càng cố găng phát triển và tiềm được nhiều du khách khác nhau, mang lại cho họ nhiều sự trải nghiệm mới thật thú vị, có những lúc mình đi xem phim mà không biết xem phim, chọn combo bắp nước như thế nào khi lúc đầu minh đặt chân vào rạp và may mà nhân viên tới giúp tư vấn cho mình chọn bộ phim hay và ưng ý & combo bắp nước cũng vậy. Sẽ còn mãi tới rạp galaxy cinema nhiều lần hơn nữa.",5
136,"Đi lần đầu lúc còn khuyến mãi đông kinh hồn, xếp hàng hơn nửa tiếng vẫn chưa mua được nên tạm biệt. Bữa ni quay lại ngạc nhiên thấy rạp vắng tanh, nhất là ngày trong tuần, mà như vậy thoải mái hơn á. Rạp ở đây mới thiết kế sang trọng hơn mấy chỗ khác. Ghế ngồi thì có một phía ra vào nên hơi bất tiện nếu đông, chứ ít khách thì cũng bình thường. Giá vé ngày thường trừ thứ 3 ko mắc ko rẻ. Nước uống nếu có thẻ thành viên được giảm giá chút. Nhưng thấy hài lòng nhất là đặt vé online khỏi lấy vé in, cứ vậy bay vô rạp khỏi tốn tgian, chỉ cần quẹt mã code trong email thôi",4
137,"Hết khuyến mãi rồi nên vắng ngay.
Từ hồi hết coupon đến giờ mớ ghé lại đây.
Biết ngay là nó sẽ vắng thôi.
Đúng là chất lượng phòng phim ok.
Nhân viên order vé làm việc cũng nhanh nhẹn, nói chuyện lịch sự nhưng mà cái ấn tượng từ trước giờ với rạp phim này là phải xếp hàng nên ngại đến.
Giờ thì vắng hơn, khỏi xếp hàng.
Sảnh tối.
Rạp phim hôm nay vắng khách nhưng vẫn bật điều hoà là thấy ok rồi.
Giá vé có hơi cao so với các rạp khác.
Sẽ cân nhắc khi ghé lại vì bắp nước ở đây giá cũng bằng cgv nhưng chất lượng không bằng.",4
138,"Xem bao nhieu phim rạp chiếu phim như là ở cgv hay lotte cinema & starlight tại tp đà nẵng không bằng rạp galaxy cinema đà nẵng, bởi vì nhân viên rạp galaxy cskh thật là chu đáo tốt, tận tình hướng dẫn khách thật tốt và cảm thấy nhan viên làm việc tận tình băng cả trái tim niềm yêu thích công việc và khách hàng mọi phương trời này đó !. Và sẽ còn sẽ quay trở lại với rạp chiếu phim galaxy cinema đà nẵng thêm nhiều lần & và đã yêu mến rạp galaxy cinema hồi nào không hay biết !.",5
139,"Rạp chiếu phim rộng, thoáng, sạch sẽ nhưng phim thì đa số là những bộ đã cũ hoặc ra chậm. Dù vậy thì mình vẫn thích galaxy hơn vì có cảm giác không đông đúc với cả ghế ngồi, phòng chiếu cảm giác thoải mái.",4
140,Rãnh rỗi ở nhà chán quá nên rủ bạn đi lên đây xem phim. Đanh có cái combo bắp nước nên ghé xài để hết hạn. Rạp mới nên khá là thích rộng rãi nhưng mà khách đông kinh khủng @@ Bắp nước cũng bình thường có điều bắp ăn được ít là ớn ngay bỏ nguyên bịch. Kết nhất là lúc hết phim có nhắc nhở quý khách kiểm tra tư trang cá nhân nên khá là hay. Sẽ ghé lại nếu có dịp,4
141,"~ Rạp xem phim ở đây khá đẹp, không gian rộng rãi. Đặc biệt là bắp và nước khỏi chê luôn. Nói chung là rất ok😘",4
142,"Đi xem phim là đi xem phim
Từ lúc khai trưởng có combo 100% các kiểu ✌✌✌
Nên cũng trantranh thủ đi kẻo hết 😘😘😘
Rạp phim tratrang thiết bị ok, sang trọng thoải mái đẳng cấp nhé
Rộng rãi và phục vụ chu đaoa
Có phiếu giảm 50% bắp nước còn 36k
Có làm thẻ thành viên nữa ✌✌✌
Sẽ ghé đến lucd rãng rỗi",4
143,"Rạp mới mở mà coi free được nhiều lần quá rồi :)) 
Bắt đầu ghiền rạp ni rồi. Rạp rộng rãi sạch sẽ. Nhân viẻn nhiệt tình. Có các cô chú lớn tuổi nhưng rất teen :)))
Nhân viên trong rạp thì rất tận tình. Chỉ đến tận chỗ ngồi. Nếu trời tối quá thì ngồi xuống soi đèn cho khách luôn. 
Giá vé phim cũng ngang như các rạp khác. Thích nhất xem phim miễn phí cũg được tích điểm mà không biết tích được bao nhiêu :)) bắp ngon và giòn. 
Sẽ còn ủng hộ rạp dài dài. :))",4
144,"Rạp rộng.
Phòng này có 2 lối đi lên nên cũng tiện hơn lúc vào ghế với cả khi ra về ít bị kẹt xe.
Tiếp theo là về chỗ ngồi: chỗ ngồi ổn, thoải mái.
Màn hình và âm thanh cũng ổn. Được chú ý với màn hình cong. Chỉ là thấy nó lạ chứ cũng chưa cảm nhận được nó đặc sắc như nào. Hôm nay loa bật hơi quá to. Có đoạn phim phải bịt hẳn tai lại vì ổn không chịu nổi.
Phòng phim hôm nay không có điều hoà. Theo ý kiến cá nhân thì phòng phim hôm nay hơi bị nực.",3
145,"Lần này làm tác biệt 2 review luôn cho đở uất với cả vơ đũa cả nắm nữa.
Hôm nay mua vé đi xem phim bệnh viện ma.
Biết là thế nào cũng phải đứng đợi vào phòng như những lần trước nên cố tình đi trễ hết mức có thể là 9h15 tới ngay rạp luôn vậy mà vẫn xếp hàng.
9h30 mới được đặt mông lên ghế.
9h45 phim bắt đầu chiếu...
Còn gì để nói nữa không nhỉ?
Cứ như thể là bị tắt đường vậy.
Đứng mãi, rồi đến lúc cho vào rồi thì lại chen nhau giành vào trước... miễn bàn luận",3
146,"Hôm trước có vé miễn phí nên đi xem. Sảnh chờ rộng rãi, dù là vé miễn phí nhưng nhân viên đều vô cùng nhiệt tình, nói năng nhỏ nhẹ khiến người khác có cảm tình ấy. Mình tới làm thẻ thành viên luôn. Combo bắp giảm 50% nên còn có 35k thôi, bắp ngon, đồ uống bình thường. Khách làm rơi bắp xuống nền khá nhiều nhưng nhân viên dọn dẹp ngay, khá là thích. Thái độ phục vụ hay rạp đều vô cùng tuyệt vời. Chỉ có điểm trừ là trước khi chiếu phim 10' nên để khách vào phòng chứ tới 18h01 rồi còn để khách đứng hàng dài bắt đầu soát vé.",4
147,"Sau khi Starlight đặt chân vào Đà Nẵng thì Galaxy đã chọn điểm dừng tại siêu thị Coopmart.
Đợt khai trương tặng combo coupon khuyến mãi 100% và 50% cực thích.
Bãi giữ xe của coopmart dưới hầm rộng rãi.
Thang máy thì cùi cùi, cửa đóng nhanh, cũ quá.
Phim khuyến mãi là những phim cũ nhưng xem cũng đc.
Chỉ có 1 lối đi ở giữa nên khách chen qua tụi mình liên tục.
Khách xem bất lịch sự hơn bên CGV và Lotte, cười nói ồn ào quá.
Bắp không ngọt bằng 2 rạp kia.
Nhà vệ sinh sạch sẽ.
Sảnh chờ siêu rộng luôn.
Vị trí hơi xa trung tâm nhưng lại gần với khu Hòa Khánh hơn những rạp kia",4
148,".KHÔNG GIAN:rạp rất rộng và thoáng,có điều hơi xa trung tâm,có tận 7 phòng chiếu luôn,chỗ xếp hàng mua vé cực nhiều nên không sợ đứng đợi quá lâu,có điều chỗ làm thẻ thành viên có 1 chỗ nên muốn làm phải đợi mòn mỏi,rạp rộng thật nhưng trang bị ghế chờ quá ít,nên đứng rất mệt,còn toilet rất sạch sẽ,có cả nhạc nữa cơ
.PHỤC VỤ:lịch sự và thân thiên,tuy nhiên ngày đầu mình đi đặt vé lại thấy nv đứng bàn về vấn đề gì đó trong khi mình đứng 1,2p mới quay qua phục vụ.Thôi thì cũng thông cảm vì mấy lần sau rất tốt
.GIÁ CẢ:giá cạnh tranh,khuyến mãi tùy vào ưu đãi
.CHẤT LƯỢNG
-Phòng chiếu màn hình cong,rõ nét,âm thanh vừa phải chứ không quá lớn
-Nhiệt độ vừa phải nên không quá nóng hay quá lạnh,cơ mà phòng chỉ có 1 đường nên bất tiện,muốn ngồi ghế đầu kia mà phải đi tuốt đầu này băng qua,ghế lại san sát nên hơi bức bối
-Ghế ngồi thoải mái,dựa rất ok,nhưng thường hay bị người đằng sau đạp(đi 2 lần đều bị vậy),biết đó là do ý thức người xem nên mình góp ý rạp nên chiếu những điều không nên làm khi xem phim như mấy rạp khác(vì mình không thấy phần đó trước khi phim chiếu)và bổ sung thêm phần không gác chân/đạp lên ghế trước",4
149,"Rạp mới khai trương phát cho quá trời coupon xem mệt nghỉ luôn, theo mình thấy thì rạp có vài điểm hạn chế là trong phòng chiếu phim chỉ có một lối đi lên nên khá bất tiện, nếu xem ở mấy ghế phía trong thì lúc đi vào khá khó đi vừa chật lại vừa làm phiền khách ngồi ở ghế ngoài, bắp ở đây khá ngọt gắt, nước thì hơi lạt quá uống mà thấy mùi vị gì mấy, được cái giá vé cũng khá rẻ, ngày thường thì chỉ 45k/vé, đang có khuyến mãi phần combo dory 79k được bình nước rất dễ thương",4
150,"Rạp mới xây nên chất lượng khá tốt
Nhân viên thân thiện cực
Có thể nói đây là rạp chiếu phim có sảnh chờ lớn nhất ý :))
Giá vé và combo cho hs rất rẻ nha :) 
Có cái bất tiện là toilet ở ngoài nên mỗi lần đi ra phải cầm vé theo rất mệt 
Còn lại ko có gì để chê hết :)",5
151,"Với một lô coupon thế này đi xem suốt thôi.
Tranh thủ sáng sớm 8h30 chạy lên mua vé chứ không lại cháy vé thì toi chuyện.
Có một thực tế là trong 30 phút đầu kể từ khi mở cửa thì đảm bảo là vắng vẻ như này; còn sau đó thì đông dần lên như thể phân bào...
Đi 2 lần mà giờ mới để ý màn hình nó cong.
Thực sự là vẫn chưa hài lòng với cách tổ chức suất chiếu của rạp và thảm cảnh xếp hàng ở đây.
Điểm cộng cho nhân viên.
Bên cạnh đó phòng phim chỉ có 1 lối đi cũng là 1 khuyết lớn khi thiết kế.
Sẽ quay lại để dùng hết coupon và giá rạp phim này cũng rẻ nữa",4
152,"Rạp mới nên tới thưởng thức xem như thế nào, và đã cảm thấy duyệt ròi nhé Hjhj. Rạp này gần hòa khánh hơn, giá cũng rẻ hơn nếu bạn đi vào thứ 3 vui vẻ nhé 45k/1 vé. Không gian rạp rộng đẹp, sạch sẽ, thiết kế màn hình cong nên ngồi hàng ghế b,c cũng không bị mỏi mắt ghê. 
Rạp chỉ có cái hơi tệ hơn các rạp khác là hàng ghế đi trong phòng xem phim chỉ có 1 dường đi ra/ vào các ghế trong cùng 1 hàng nên nhiều khi cũng bất tiện khi người khác cứ đi qua lại, khó di chuyển cho khách.
Nhân viên vui vẻ thân thiện",4
153,Lần đầu tiên đến đây từ lúc khai trương đến giờ .Ấn tượng ban đầu là không gian rộng rãi thoáng mát .nhân viên cũng nhiệt tình .Mình đước vé giảm giá 50% phim và bắp nước nên tổng cộng chỉ có 100k cho 2 vé xem phim và 1 bắp 2 nước à mình đi vào chủ nhật buổi sáng trc 5h chiều thì giá vé 2D là 65k còn bắp nc nếu k giảm thì 69k đó mọi người tính ra thì cũng khá rẻ đấy chứ.Mình nên làm thẻ thành viên thù sẽ còn 60k thôi nhưng hôm nay cũng vội nên cứ vậy mà mua luôn không kịp làm.Còn điều mình cực kì bất mãn là phim chiếu lúc 9:30 thì đúng 9:30 mới cho vào trước đó thì bắt đứng đợi cảm giác khó chịu trong khi cho vào sớm hơn có sao đâu nhưng lại bắt khách đứng chờ mình bảo anh nhân viên còn 2p nữa thôi cho vào đi mà vẫn k được.Cuối cùng là rạp phim hơi giống cgv nhưng chỉ có 1 lối lên xuống hơi bất tiện ai mà lỡ mua ghế 1.2 mà đến trễ là xác định lun đi qua biết bao nhiêu người .Nói chung cảm nhận cũng khá tốt chỉ 1 vài điểm nhỏ nhắt k ưng ý nhưng rất đáng để đi thử 1 lần màn hình xem thích âm thanh sống động chắc sẽ quay lại,3
154,"Có voucher galaxy nên tranh thủ đi xem rạp mới. Không gian khá rộng. Ghế ngồi chờ nhiều khu lắm. Có phân 2 quầy vé và food rõ rệt. Có nhiều làn để khách mua vé nên k phải chờ đợi lâu. Nhân viên cũng dễ thương lắm.
Rạp đẹp nhưng hơi xa nhà mình nên muốn đi xem cũng đắn đo dữ lắm.",4
