 ,Review,giai_tri
359,"Lâu ngày quay lại thấy quán vẫn giữ đc chất lượng. Mình đi couple, đc xếp vào một phòng nhỏ trên lầu 3, khá riêng tư. Phòng ốc sạch sẽ, ghế salon và gối dựa đều sạch và thơm. Màn hình rõ nét, âm thanh rất tốt luôn, mà loa còn rung rần rần nữa :))) 2 đứa gọi 2 món cơ bản là cafe đen và trà lipton nên uống thấy cũng ổn, dễ pha mà, còn mấy món kia thì mình ko biết ra sao. Nhân viên thân thiện, lịch sự. Xem hết film Inferno cộng với 2 ly nước chưa đến 200k, lại có ko gian riêng tư. Nói chung là okay :3",4
360,"Đi cũng lâu rồi, bữa đó đi chơi với gấu ở đây rồi chạy ta AEON Tân Phú luôn.
Không gian phòng coi phim cũng được, sạch sẽ, nhưng nện này hơi cứng ngồi lâu mỏi lắm.
Đi 2 người mà chỉ kêu 1 chai nước suối 18k nên phụ thu thêm 10k, coi phim hết 125k, tổng hoá đơn là 153k, giá cao.",3
361,"Trước giờ mình vẫn luôn thích HD Nguyễn Hồng Đào do phòng phim tốt, cơ sở vật chât sạch sẽ, nhân viên nhiệt tình. Nhưng hôm nay có một anh nhân viên tỏ thái độ không tốt với nhóm mình, làm cả nhóm rất mất hứng và bực mình. Cụ thể là nhóm mình lúc lựa phim có hơi loay hoay, chưa thống nhất được phim. Thì anh nhân viên đó tự dưng đi lại hỏi môt bạn trong nhóm mình lựa được phim chưa, bạn mình nói chưa, rồi tự dưng anh đó giựt cuốn album bạn mình đang xem, đưa cho mình bảo mình lựa đi, rồi bảo những bạn còn lại muốn xem phim theo ý ai, đám bạn mình chỉ qua 2 3 đứa gần mình, rồi ảnh bảo mình lựa đi. Kiểu như ý ảnh là bọn mình lựa lâu, phiền quá, lựa lựa lẹ đi cho ảnh nhờ vậy. Thái độ anh đó kiểu như bực mình lắm. Cả đám thấy vậy cũng cực kỳ bực mình nhưng kiềm, xong lựa đại 1 phim dán trên tường rồi lên coi luôn. Mình thì đó giờ thấy nhân viên ở đây tốt nên nghĩ là anh nhân viên này hôm nay đang bực mình gì đó, nên cũng không khó chịu lắm. Nhưng các bạn mình, nhất là bạn bị giựt cuốn album thì rất rất bực. May là hôm nay phim bọn mình lựa được hay, với lại các anh nhân viên khác thì thái độ ok, nên cũng vui.Thêm nữa là hôm nay bọn mình nhờ nhân viên tư vấn về phim hài, nhưng 2 3 anh tư vấn toàn phim không hay, chắc có lẽ các anh không chuyên thể loại này lắm. Mong là HD Nguyễn Hồng Đào sẽ chăm chuốt kỹ hơn nữa về mảng nhân viên của quán. À thêm cái nữa là lúc bọn mình đến, ở đó có một anh đang học đàn piano với một bác, tiếng đàn piano gây khá là loãng và khó tập trung cho bọn mình lúc lựa phim.
Mình có lên web lẫn page của quán nhưng không tìm ra được địa chỉ Mail hay điện thoại của chủ để phản ánh nên đành lên đây viết. Mong rằng quán sẽ có 1 hình thức gì đó để khách hàng có thể phản hồi về quán để cải thiện chất lượng quán hơn.
Vẫn sẽ quay lại quán và hy vọng chất lượng sẽ cải thiện hơn trong lần sau ^^",4
362,"Âm thanh sống động, coi cũng sướng hem khác gì ngoài rạp :)) Lựa bộ fim bom tấn 150 mins r gọi nước lun mà tổng thiệt hại 2 người cao nhất là 200k ah. Giá cả khá ok so vs xem cinema lớn, lại còn được không gian riêng. 
Nước thì buộc phải gọi nha. Nhưng bù lại giá cả cũng ko quá chặt chém. Coi xong được phát cho cái phiếu tích luỹ điểm nữa cơ.

Không gian: phòng ốc sạch sẽ, máy lạnh lạnh ngắt. Restroom sạch sẽ nốt. 
 
Có trục trặc tí tí là đang coi cái mất hình ảnh, nhưng gọi bạn nhân viên lên chỉnh lại cũng nhanh.

Tóm lại là khá hài lòng. Ngoại trừ hơi xa nhà tí thì mọi thứ còn lại ok hết á. :)",4
363,"Đầu tiên là vị trí rất dễ tìm. cứ đi thẳng đường nguyễn hồng đào là thấy. nằm cùng phía với galaxy NHĐ, cách hơi xa galaxy. 
giá cả tính theo đầu ng 1 đầu người 10k cứ thế tính lên thì cũng không mắc nhưng giá nước với thức ăn hơi chua, tuy nhiên đồ ăn thức uống ngon nên có lẽ phù hợp.
phục vụ cực thân thiên :D nhất là a nhân viên đeo kính hơi nhỏ con. 
không gian ở tầng trệt sáng sủa đẹp lắm. lên tới phòng xem phim. ngăn nắp và cũng khá rộng. phòng rất phù hợp coi phim ma ))) tối tối, có rèm nữa :)) lạnh cóng. có điều là mình khuyên quán đổi mùi xịt phòng đi. cái mùi nồng qá nge xong muốn thở oxi",4
364,"Hồi mấy năm học đại học rảnh rảnh là cùng mấy đứa bạn đi xem fim hoài. Cùng nhau mướn 1 phòng vô xem fim kinh dị bao đã luôn. Quán nằm trong đường nhỏ nhưng dễ tìm lắm. Bước vào không gian nhỏ nhắn trang trí cực kỳ teen. Trên tường có nhiều poster phim mới tha hồ lựa chọn. Nhân viên ở đây đa số là mấy anh đẹp trai sẽ giới thiệu bạn phim nào mới, hay là bạn thích thể loại gì. Tư vấn nhiệt tình luôn. Quán còn bán những món quà handmade xinh xinh dễ thương nữa. Sau khi lựa phim xong mình ngồi ghế đợi. Có khi cuối tuần đặt trước ko là hết phòng nhé. Còn bình thường có khi đợi xíu có khi vào là có phòng liền. Sau đó mình được nhân viên dẫn lên phòng, phòng ngồi bệt, có gối ôm gối dựa, phòng bao lạnh, còn âm thanh tuyệt vời. 1h 90k với chất lượng vậy giá cực kỳ ổn, vì mỗi phòng riêng tư chứ ko có xem 1 phim chung như những quán khác. Có chương trình tích điểm xem 10 lần tặng 1h nhe. Giá nước toàn trên 20k. Nếu ko gọi nước phụ thu 20k nhé. Nước suối rẻ nhất 18k thì phải.",4
365,"_ik với Gấu hồi chiều.Nhân viên nhiệt tình tư vấn lắm.Phòng cg ok.Chất lượng hình ảnh và âm thanh tạm ổn.
_Cacao sữa đá ngon.
_Có điều máy lạnh cũ quá oy,k mát j hết.
ak.Có phiếu tích điểm nha",4
366,"Mặt tiền quán khá nhỏ nhưng được cái nằm ngay góc ngã 3, 2 mặt tiền nên cũng đủ chỗ để xe. Gửi xe miễn phí, nhân viên dắt xe cho khách luôn. Mới vào là phòng đợi và chọn phim. Phòng cũng nhỏ thôi. trên bàn có để nhiều catalogue các thể loại phim để khách chọn, phim khá đa dạng và nhiều. có cập nhật phim mới thường xuyên, 1 vài phim mới được dán poster ngay lên tường để khách dễ chọn ngay. Có nước lọc miễn phí trong lúc chờ. Mình nhớ giá phòng cho 4 người trở lên xem trong 1h là 90k, tiền nước và đồ ăn tính riêng. Menu nước trong này cũng tương đối đa dạng: cafe, sinh tố, sữa chua, lipton, các loại nước ngọt, bia....và có 1 số món ăn khác nhưng giá nước khá cao, 1 ly cafe cũng 20k trở lên rồi, lon bí đao 18k. Mà nghe nói là nếu k gọi nước thì sẽ bị phụ thu 20k/người, suy ra là bắt ép khách phải uống nước rồi. Không thích điều này tí nào. 
Nhóm mình cũng tầm hơn chục người, vô cái phòng cũng đủ rộng, có đệm ngồi và gối nằm. Sàn lót thảm. Màn hình cũng k to lắm nhưng cũng được. Chất lượng âm thanh ổn.
Nói chung là cũng ổn. À, quán có nhận chép phim HD nữa. Nhân viên cũng vui vẻ.",4
367,"Gần nhà nên cũng hay vô đây. Nhìn bên ngoài ko có gì bắt mắt đâu. Phòng ốc cũng tương đối, gối nệm cũng ko tới nỗi dơ :)) Film cập nhật khá thường xuyên. Còn nước với đồ ăn thì ko... khen đc :)) Giá ko đắt lắm nhưng vì dở nên mình toàn gọi nước suối :))",3
368,"Đi chỗ này gần 2 năm rồi :v Vẫn rất thích và không có ý đổi chỗ, đi 2 người tầm 120k - 200k là hết, giữ xe free, film cập nhật thường xuyên, phục vụ tận tình, hết chỗ có thể sắp xếp qua chi nhánh khác :3",4
369,"Nhiều phim, cập nhật liên tục Không gian riêng tư phù hợp đi cùng người yêu, giá cả ok , đi 2 ng thì khoảng 160k - 200k 1 film có luôn nước uống .Mình đã đi ở đây 4 lần rôi.Điểm trừ nhỏ là phải kêu nước neu không kêu thì phụ thu 20k mỗi người.",4
370,Hơi xa...nhưng có là gì đâu ^^ xem phim ở đây thích lắm..phòng rộng rãi..đồ ăn thức uống cũng khỏi chê ^^,4
371,"Đi hoài! Nój chung là dc thôi, giá cả thì hơi mắc nhưng mà được cái ko gian riêng tư
Một cái duy nhất ko ổn là mấy anh nv sao cứ nhìn chầm chầm khó chju chết, làm như ko trả tiền :/",3
372,"Nhiều phim, cập nhật liên tục -> ổn
Nhiều phòng,rộng rãi, không gian riêng tư -> ổn
Hệ thống âm thanh ổn
Giá cũng ổn. Nên đi đông và kêu thêm nước",3
373,"Quán này nằm rất gần galaxy Nguyễn Hồng Đào, thời còn đi học mình và mấy người bạn hay rủ nhau đi coi film ở Galaxy vào tối thứ 3 (happy day ^^) nhưng hôm nào tới trễ 1 tí là hết vé, thế là cả bọn kéo qua đây ngồi cafe.
Mặt tiền quán khá thoáng và rộng rãi, phía trước là cafe, trên lầu hình như là rạp chiếu phim mini thì phải, thấy cũng khá đông khách đó. Bàn ghế ngồi cũng thoải mái, bên trong quán có mấy cái màn hình LCD, cái thì mở phim, cái thì mở bóng đá. Bọn mình uống mấy thứ cơ bản nên ko có gì đặc biệt. Quán còn có cả thức ăn nhẹ nữa.
Giữ xe free ngay bê hông quán nhé.",4
374,Một địa điểm hot và chất lượng cho những bạn đam mê điện ảnh :),4
375,"Mình từng là nhân viên quán này một thời gian ngắn nên lên đây viết bình luận cho mọi người tham khảo.
Quán phù hợp cho bạn nào thích xem phim, sử dụng máy chiếu nên màn hình rộng, âm thanh rất tốt.
Có 9 phòng, kích thước to nhỏ tùy vào số lượng người, phù hợp cho bạn bè đi đông, các cặp đôi. 
Không gian riêng tư phù hợp đi cùng người yêu. Phòng sạch sẽ (lúc làm nhân viên dọn hoài nên biết :D), có máy lạnh.
Giữ xe miễn phí, có chỗ ngồi chọn phim, cập nhật nhiều phim mới. Đồ uống hay thức ăn thì bình thường.
Ở đây, từ nhân viên đến chủ quán đều rất chiều khách và dễ chịu.
Lúc mình làm thì giá xem phim 1h là 60k, tương ứng 1 phút 1000đ, bây giờ thì không biết giá cả sao.
Lưu ý là phải kêu nước, ví dụ đi 10 người thì phải kêu nước 6-7 người, nếu không thì phụ thu 20k mỗi người.",4
376,"là 1 trong số những quán mà theo mình là cafe HD đúng nghĩa , có phòng riêng , âm thanh tốt , cập nhật film nhanh và nhiều . giá cả ok , đi 2 ng thì khoảng 160k - 200k 1 film có luôn nước uống .
đã đi đây 6 lần r :D 

điểm trừ nhỏ là thức uống bình thường , dc mỗi cái cacao sữa đá. với thường nên đặt phòng trước , đặc biệt là buổi tối .",4
377,"Lúc trước mình đi cũng tầm trưa vô hỏi giá thì tầm 180k đổ lại. Mới đây mình cũng đi tầm trưa mà nghĩ cũng giá đó nên vô không hỏi. Tới khi bạn mình ra hỏi thì bạn phục vụ gọi xuống cho lễ tân rồi mới báo giá 210k/1 tiếng mà cũng ko nói qua 16h là 230k/1 tiếng luôn. Xong mình xuống thanh toán hỏi chị lễ tân hình như mình mới lên giá đúng ko c thì thái độ lễ tân trả lời đúng cộc lốc, chỉ gật đầu thôi chứ mặt cũng ko thèm nhìn lấy 1 cái.
Bỏ 609k 2 tiếng thấy phí thật sự, cái mic đứng hết pin liên tục nhờ phục vụ thay pin 3 4 lần. Hát cứ đang nửa chừng phải ngưng để thay pin hết hứng thật sự. Từ chất lượng tới dịch vụ chả đc gì cả.",2
378,"Team mình lâu lâu hay đi hát thì luôn chọn chỗ này nha. Tụi mình đi tầm 10 người nên được háy phòng party. Team mình hát tầm 3 tiếng. Giá thì 320k/ tiếng. Phòng rộng rãi, có 2 mic lử bà 1 mic sân khấu, loa sieu nhiều và to bự, hầu như bài nào cũng có hết nha. Nia thì đẩy hết 1 thùng luôn. Trái cấy thì có bưởi và thập cẩm (táo, dưa hấu, khóm, nho, ổi, xoài, cam) trang trí rất đẹp mắt nha. Bưởi thì ngọt vừa nên chấm muối thêm ăn mới đậm đà. Có thêm cả rổ snack, bim bim các kiểu tha hồ lựa chọn nhé. Nhân viên phục vụ rất nhiệt tình, cần gì hú cái là được phục vụ liền. Ở đây có trả bằng thẻ mà chẳng biết do máy của quán hay cho thẻ mà đưa tới cái thẻ thứ 4 mới quẹt được :))))",4
379,"Team mình ai cũng mê hát hết nên là kèo nào mà đi ăn uống xong không đi kara là chịu không nổi. Nên chỗ này mình hay ghé lắm, quán siêu to nha, bao nhiêu cũng chứa nổi luôn. Team mình đi 6 người nên được nhân viên chọn phòng to nè, đa số mình thấy phòng nào cũng có sân khấu hết để cho dễ quẫy. 

Vào thì nhân viên mang trái cây các loại ra, đĩa to mà nhiều loại lắm, thêm đĩa bưởi riêng xếp đẹp mắt. Trái cây thì tuỳ mùa nha, có hôm đi dưa hấu rất ngon, ngọt, có hôm dưa thì nhạt nhạt. Còn bưởi thì ổn nha, có chén muối đi kèm ai muốn chấm gì chấm. Giá mà dô đây ăn đĩa trái cây thì mắc là đúng rồi, không nhớ cụ thể nhưng tầm hơn 150k/ dĩa trái cây nha. 

Nhân viên rất nice luôn, take care khách dữ lắm, hay cười và chào đón nhiệt tình.",4
380,"Đặt phòng xong không có, trong khi đã gọi dặn liên tục! Thái đô nhân viên mất dạy",0
381,"Nhân viên phục vụ phòng tốt
Có trục trặc thì nhân viên kỹ thuật xử lý nhanh --&gt; tốt luôn
Riêng ông già giữ xe không tốt, người khác lấy xe mình ra chậm mà ổng trợn mắt chửi mình sao nãy giờ không đi ra...",3
382,"Mình đã ghé Nốt Nhạc Vui nhiều lần rồi. Những lần trước mình k để ý bill, lần này nhìn lại mới thấy đơn giá 170k/ giờ
Lần trước đó cách mấy ngày là 150k/ giờ còn trước tết hay sao á, là 120k/ giờ mình cũng nhớ k rõ, chỉ hơi thắc mắc về giá phòng.
Quán Kara rất đông khách, nhân viên phục vụ ok.
Chất lượng âm thanh và không gian tuỳ phòng, có lần vào phòng hát k nổi đành hát 30p rồi ra về. Không gian phòng có phòng mới đẹp, sang chảnh, có phòng cũ mềm. Nói chung cũng tạm ổn.
Mình chỉ mắc về giá giờ hát thôi!",3
383,"Ghé Nốt nhạc vui lần thứ 5, vẫn vui như ngày nào. Lần này cây micro đứng 🎤 đã có cải thiện, không còn âm thanh nhỏ như trước nữa, hát rất thích... Phòng ốc cũng ổn, rộng rãi, thoải mái. Âm thanh không phải quá hay nhưng ổn định, chấp nhận được. Hi vọng quán sẽ nâng cấp dàn âm thanh tốt hơn nữa. Mình sẽ ghé nhiều lần nữa 😋",4
384,"Ko gian rộng, sang trọng, sạch sẽ, có màn hình cảm ứng để chọn bài hát, danh sách dễ tìm và có bục sân khấu nhỏ cho mic đứng hát solo so cool luôn :)))) dàn âm thanh hay :))))
Mình đi vào buổi trưa thì giá là 100k 1h cũng khá ổn so với chất lượng dịch vụ tại đây",4
385,"Tiệm Karaoke tuyệt vời nhất mà mình từng đi ✨
Về vị trí: nằm ngay mặt tiền đường Hoàng Văn Thụ luôn, bên ngoài nhìn sang chảnh lắm. Chỗ gửi xe rất rộng rãi luôn thích lắm.
Về không gian: đại sảnh ngồi bao rộng bao đẹp luôn. Nội thất hơi bị sang luôn í. Phòng Karaoke thì đẹp nha, có quá trời màn hình ốp quanh phòng luôn. Đứng vị trí nào cũng có thể hát được. À kì mình đi phòng vip nhe. Có sân khấu với micro như ca sĩ nữa. Thích quá trời.
Chất lượng âm thanh: tốt, cập nhật bài mới liên tục luôn. Dò bài bằng máy ipad nhanh gọn lẹ không có bấm số khỉ gì hết.
Nhân viên: Dễ thương, nhiệt tình.
Đồ ăn thức uống: Đa dạng. Giá hơi chát xíu hehe.
Giá cả: ""Tiền nào của nấy"" hoi, mình đi buổi sáng nên không quá đắt, nhóm 7 đứa, mỗi đứa tính ra 60k-70k gì đấy, hát gần 2 tiếng, quẩy banh nóc luôn.",5
386,"Phù hợp cho các bua tiec cua cty, nhom ban, gia cả cubgx bình dân, trang trí phòng đẹp
Đồ ăn đa dạng và giá cả tốt",4
387,"Từ chỗ làm qua đây gần nên có dịp tụ tập hội họp hay sinh nhật ... mình và đồng nghiệp lại kéo đến đây. Không gian cực sang chảnh, có cả cây micro để đứng hát trên bục . Giá cả mình nhớ là 130k/h, giá cực hạt dẻ với không gian lộng lẫy như vậy. Thường đi cả đám nên chia ra mỗi người không bao nhiêu, cả hát và nước luôn chưa đến 100k/ người. Tốt nhất là đặt chỗ trước, vì đến đột xuất sẽ không còn chỗ nhất là cuối tuần. Ở đây hát và nước uống giá đều hợp lý, nhưng đồ ăn khá mắc mỏ. Bữa ông bạn đi chung đói nên gọi dĩa mì xào bò ... tới khi tính tiền mới tá hỏa 290k cho dĩa mì xào để trong dĩa trái xoài, 6 người ăn mỗi người được 1 chén vơi. Sẽ ghé dài dài.",4
388,"Nói bài gì cũng có là do chỗ này có hệ thống update bài hát trên youtube nên tìm đường nào cũng có bài, không gian rộng, nội thất ok, có điều bàn ghế nhiều chỗ sắc bén quá, bữa đi hát nhảy qua nhảy lại là xước hết cái giò 😭 Âm thanh ok, và có tận 3 mic lận khỏi lo giành hát luôn nha. Giá đồ ăn thì hơi đắt tí nhưng được cái giá hát theo giờ thì phù hợp!",3
389,"Mỗi lần nhóm mình muốn đi hát đều nghĩ đến nốt nhạc vui ngay luôn. Vì vừa rẻ, phòng đẹp lại có nhiều mic hát nữa. Phòng kiểu nhỏ nhỏ xinh xinh vừa đủ cho 4 người.điều mình thích nhất ở nốt nhạc vui vì có mic đứng hát i như ca sĩ luôn. Màn hình thì tận 3 cái )))
Giá cũng ổn 140k/giờ nè.",4
390,"Mình ghé quán cũng tầm 2-3 lần rùi, nay mới rảnh viết review cho pakon. Rất tuyệt nhé !!!
Phòng karaoke rất rộng, hầu như phòng nào cũng có sân khấu và đặc biệt là một cây mic theo phong cách cổ điển (trong hình) Nobody Nobody ))) 
Chỗ ngồi thoải mái, sạch sẽ, view trang trí đẹp và ấn tượng lắm
Chất lượng âm thanh khá ổn, các nốt cao lên giọng gió vẫn nghe ok, không bị hụt hơi. List nhạc cũng đa dạng, phong phú, nhiều bài mới. Chọn nhạc bằng cái tablet cũng tiện lợi, tuy nhiên chỉ có 1 cái nên lũ bạn cứ đánh nhau giành giật đến khổ )))
Mình sẽ ghé quán dài dài và giới thiệu cho mấy đứa bạn. Vẫn luôn thích nhất cây Mic độc quyền, lúc hát cầm cây mic phiêu rất đã, hãy thử và bạn sẽ thích liền hà <3",4
391,"Chất lượng ở đây quá tuyệt , mấy anh nhân viên lễ tân thì dễ thương khỏi bàn , không gian rất là ok , nhưng cũng tuỳ phòng , vì có một số phòng chất lượng trung bình chứ k phải xuất sắc gì lắm, nhưng có một số phòng đi đông người lại rất ok .",4
392,"Giá so với mặt bằng chung thì là vừa phải
2 loại phòng: vip và party và giá vip < party
Mình là phòng vip lớn giá trước 17h là 90k và sau 120k ngang ngửa mấy chỗ khác
Phòng đẹp lắm nhé, thoáng đãng không có mùi thuốc lá, phòng vệ sinh sạch không mùi khó chịu nói chung là sạch sẽ ngoại trừ 1 điểm là có 1 em chuột nhác phòng mình 😭
3 mic: 2 cầm 1 đứng giống diva để sống ảo, mic hát ổn chứ không gọi là hay nghe xuất sắc nghe nó vang âm sắc sảo nghe nó thường lắm
Chọn bài hoàn toàn bằng máy tính bảng, phần mềm tuyệt diệu luôn bấm đâu ăn đó, bài cập nhật nhanh lẹ hot trên thị trường, tuyệt vời lắm :)
Nhân viên phục vụ dễ thương
Chỗ ca có nơi gửi xe rộng rãi
Làm thẻ thành viên dễ dàng khi mà có chương trình áp dụng cho thẻ thành viên thì cũng được nhận nhiều ưu đãi",4
393,"Vừa mới đi ka ở quán về. Đi hơn 2h tầm 300k (5 suối). Mình cảm thấy giá cả ổn, nhiều bài mới và đặc biệt sự tử tế của nv ở quán là rất tuyệt. Sẽ quay lại nếu có dịp",4
394,"VỊ TRÍ - KHÔNG GIAN: Nằm ở bên hông cầu vượt Hoàng Văn Thụ ha, đi thì để ý chứ không thôi dể bị huốc lắm đó. Không gian chổ này rộng, để xe trong nhà mát và miễn phí. 

Phòng nhóm mình đi hơn 10 người nên rộng, có thiết kế sân khấu, mic trụ nhìn rất pro, chắc do lâu rồi không đi karaoke nên cảm giác hơi lạ, sau này mấy chổ karaoke toàn dùng phần mềm, không cần lật sổ chi mất công.

Chất lượng âm thanh khá tốt đó, tuy nhiên mic hơi đâm bang, cái nhỏ cái to, thỉnh thoảng còn hay tắt tiếng nữa.

GIÁ CẢ: Mình đi 11 người, bill là 1,409k, uống 1/2 thùng bia, dĩa trái cây, một thố cháo thịt. Hát cũng phải tầm 3h, mình thấy giá này chia đầu người ra thì khá ổn, tầm 130k/người đó.",4
395,"Dịch vụ phòng, âm thanh, giá, tất cả đều rất tốt
Mỗi cái tội là không cấp thẻ VIP cho Charlie. Công ty có hơn 3000 nhân viên, nỡ lòng nào đối xử với khách trung thành",5
396,"Lần đầu mình đến một quán Karaoke hết sức tuyệt vời như vậy!
Giá cả quá hợp lý.
Không gian sang trọng.
Nhân viên ai cũng vui vẻ, lịch sự.
Cảm ơn Nốt Nhạc Vui đã cho mình và bạn bè 1 đêm chủ nhật khó quên
Nếu có kèo ăn chơi chắc chắn sẽ k quên nơi này :D",4
397,"Mỗi lần có sinh nhật, tiệc tùng hay liên hoan gì mình rất hay mọi người đến đây hát, vì ở đây vừa rẻ mà lại còn sang chảnh nữa âm thanh thì chất khỏi chê luôn, mình đi 6 người hát mệt nghỉ ăn uống phủ phê mỗi người chưa hết 50k ý đúng là địa điểm hát lý tưởng",4
398,"Đây là phòng karaoke mình yêu thích và thường xuyên tới đây hát nhất mỗi khi trong team có sinh nhật ai hay liên hoan mình đều giới thiệu sang đây kiểu như sale dùm luôn vậy, nhưng phải nói là phòng hát ở đây xuất sắc phòng hát sang chảnh mà giá thì bèo ơi bèo luôn âm thanh cực chuẩn mình hát mà tưởng như ca sĩ nào vậy, nói chung là thích lắm",4
399,Quán siêu dễ thương... không gian rộng rãi... dàn âm thanh hay và hiện đại... đợt mình đi cuối tuần... nhóm tổng cộng 6 người... phải gọi đặt bàn trước nhưng sau khi hát xong 2 tiếng và uống 4 chai nước suối ... chia ra mỗi ngươi chỉ 60k.. cực kỳ rẻ so với các quán hiện nay... chỗ lý tưởng để tụ họp bạn bè... chỗ nào nhân viên nhiêt tình. Hiếu khách là mình thích... nên sẽ ủng hộ dài dài,3
400,"Quả thật từ khi biết quán này là cứ lui lại hoài
Phòng đẹp, rộng, tha hồ nhảy nhót, đặc biệt có 4 tivi ở cả 4 mặt, và có cả sân khấu nhỏ để trinh diên nha
Quán ngay dưới chân cầu vượt
Giá cực rẻ, lần nào đi hát 2 tiếng, uống nước ngọt, ăn trái cây chia ra mỗi người cũng chỉ 100k thui",4
401,"Quán nằm ở vị trí khơng khó tìm lắm. Nội thất quán khá đẹp từ sảnh cho tới phòng hát đều rất được đầu tư. Quán có tới 3 mic. Và đều hát hay, mic rất bắt giọng. Có 1 mic đặc biêt, được cố định ở gần màn hình, trông như ở phòng trà, rất đẹp và độc. Tivi cũng có tới 2 chiếc. Chọn bài hát cũng có 2, 1 tab, 1 màn hình treo tường. Giá không quá mắc. Phục vụ tận tình. Phòng vệ sinh cũng rất sạch. Chăc chắn sẽ quay lại mấy lần nữa.",4
402,"Lần này mình đi cái phòng có cái cảm ứng hơi lác, không có nhiều bài mới mà còn hay bị đơ. Nhưng mà nhìn chung mình vẫn hài lòng vô cùng khi tới đây, phòng đẹp lồng lộn mà giá t7 cn 100k là quá bèo rồi, phòng VIP nữa chớ. Toẹt vờiiii",4
403,"Quán này thì chất lượng rất ok, thích lắm luôn. Không gian siêu đẹp, lấp la lấp lánh cưng dễ sợ. Phòng ở đây tới 4 cái màn hình, 2 mic chính và 1 mic hát bè phụ nữa, dễ cưng chi mô.
Giá cả thì không rẻ đâu, 280k/h, trái cây ăn cũng bình thường, cắt mỏng lét, ướp đá cái nhạt thếch luôn. Cơ mà đi ka thì không quan tâm đến mấy cái này. Haha",4
404,"Hôm qua nguyên team mình định đi kar xả stress, tình cờ tìm thì ra chỗ này. Mình gọi điện hỏi tình trạng phòng và giá cả thì đc 1 anh trả lời rất lịch sự. 
Đến quán thì từ đội ngũ nhân viên đến gửi xe đều rất nhiệt tình. Quán mới sửa lại nên nhìn sang và đẹp lắm. Trong phòng có 2 mic không dây và 1 mic đứng giống phòng trà phù hợp cho các bạn thích sống ảo, diễn sâu các kiểu.Nước và đồ ăn để sẵn trên bàn, có cần gì thì bấm chuông gọi phục vụ, wc thì sạch sẽ.
 Giá thì 120k/h, khá rẻ so với mặt bằng chung. 
Team mình sẽ tiếp tục đến đây nếu có đi kar vào lần sau.",5
405,"Hồi bữa sinh nhật đứa em, ăn uống xong đi karaoke. Ngồi suy nghĩ riết mới nhớ ra chỗ này, thấy ghi trên fb 50k/h phòng VIP mà tụi mình bán tin bán nghi. Vô bất ngờ thiệt, không gian decor siêu đẹp, nhân viên chuyên nghiệp không khác gì mấy chỗ karaoke đắt tiền hay đi, âm thanh bao hay, nhạc mới. Còn khoái thêm chỗ nữa là ở đây có mic đứng với 2 mic thường, tính ra là 3 mic chứ thường đi cả đám mấy quán kia đánh nhau giành mic. Điểm trừ nho nhỏ là đây mở tới tầm 12h30 thôi hà, đang quẩy tung nóc mà hết giờ nên phải về. Hôm bữa mình đi phòng 5 người 120k/h, vậy là quá rẻ luôn á, sau 12h vẫn giá đó nghen. Thích kinh dị Mỹ",4
406,"Chỗ này sát nhà mình.Trước đây ít đi vì nhìn khá cũ với đọc Review thấy k tốt lắm 
Sau này quán sửa sang lại thấy cũng nhiều người khen nên mình quyết định thử 
Về vị trí: Ngay mặt tiền đường Hoàng văn thụ rất dễ tìm 
Về phòng ốc : Mới,sạch sẽ.View rất đẹp thích hợp sống ảo tốt
Có thang máy,đã sửa sang toàn bộ bên trong quán nhìn như 1 quán khác vậy rất sang trọng 
Về giá cả : 1h tầm hơn 120k/giờ cho tối cuối tuần.Nhóm mình 4 người ka 2h kèm 4 lon nước cộng đồ ăn vặt thì tổng hết 432k.Theo mình là khá rẻ so với những gì đem lại.Vì thường nhóm mình đi bên Nice là 200k/giờ và chất lượng k bằng 
Về trang thiết bị: Ngoại trừ ipad ấn k nhạy ra thì mọi thứ đều ổn.Có màn hình cảm ứng,có load để chọn bài.Micro không dây 2 cái.Kèm 1 micro dùng để đứng hát trên sàn như trong phòng trà 
Về phục vụ: Hoàn toàn tự phục vụ từ đầu tới cuối.Nước và món ăn chơi có sẵn tự lấy thôi.Nhân viên k hề vô hướng dẫn sử dụng thiết bị hay là hỏi dùng đồ ăn thức uống gì khiến mình thấy khá thoải mái vì k bị ép dùng nước
Nhà vệ sinh rất rất sạch,đầy đủ giấy khăn nước rửa tay.Mình là người khá khó về vấn đề vệ sinh cũng k chê được điều gì 
Lưu ý duy nhất là phải đặt phòng trước.Trước 1 ngày thì tốt vì mình đã dt đặt lúc 18h20 cho 19h được báo full room.Sau đó 19h nhóm mình ghé thử xem sao vì cũng gần nhà thì cũng có phòng nhưng tới 21h phải trả phòng vì có khách đặt rồi.Khá là đông
Chưa bao giờ đánh giá nơi nào hơn 8.trên foody nhưng hôm nay cho hẳn 9.5 luôn",5
